time_stamp,sitting,standing,walking,grazing,x_0,x_29,x_59,x_89,x_119,x_149,x_179,x_209,x_239,x_269,y_0,y_29,y_59,y_89,y_119,y_149,y_179,y_209,y_239,y_269,z_0,z_29,z_59,z_89,z_119,z_149,z_179,z_209,z_239,z_269
2019-02-04T18:15:03,0,1,0,0,-0.09,-0.09,-0.125,-0.129,-0.117,-0.113,-0.133,-0.141,-0.129,-0.145,0.758,0.758,0.754,0.754,0.754,0.746,0.758,0.766,0.75,0.785,0.625,0.641,0.637,0.641,0.648,0.645,0.645,0.641,0.629,0.621
2019-02-04T18:15:13,0,1,0,0,0.023,-0.035,0.02,-0.047,-0.07,-0.059,-0.07,-0.07,-0.133,-0.043,0.691,0.793,0.77,0.789,0.805,0.797,0.785,0.797,0.77,0.691,0.633,0.633,0.582,0.598,0.621,0.602,0.594,0.613,0.559,0.672
2019-02-04T18:27:58,0,1,1,0,0.023,-0.098,0.227,-0.125,-0.203,-0.02,-0.109,-0.047,-0.066,-0.137,0.855,0.629,0.855,0.797,0.801,0.746,0.848,0.816,0.613,0.848,0.602,0.559,0.676,0.57,0.512,0.734,0.684,0.723,0.613,0.605
2019-02-04T18:28:08,0,0,1,0,0.031,-0.086,-0.102,-0.008,-0.027,0.016,0.109,0.016,0.105,-0.02,0.738,0.809,0.82,0.777,0.785,0.891,0.762,0.895,0.789,0.879,0.672,0.578,0.57,0.664,0.566,0.754,0.598,0.633,0.699,0.668
2019-02-04T18:28:18,0,0,1,0,0.074,0.199,-0.059,-0.105,0.242,0.188,0.129,0.016,0,0.316,0.828,0.801,0.82,0.809,0.875,0.914,0.852,0.766,0.852,0.867,0.539,0.582,0.59,0.555,0.586,0.664,0.594,0.516,0.574,0.66
2019-02-04T18:28:28,0,0,1,0,-0.039,0.105,-0.008,-0.262,-0.676,-0.027,-0.023,-0.129,-0.051,-0.422,0.82,0.809,0.75,0.82,0.887,1.008,0.789,0.828,0.742,0.934,0.602,0.563,0.52,0.504,0.441,0.613,0.531,0.563,0.43,0.539
2019-02-04T18:28:38,0,0,1,0,-0.023,-0.039,-0.355,-0.473,-0.152,-0.043,-0.215,0.082,0.063,0.086,0.832,0.695,0.945,1.078,1.082,0.793,0.73,0.82,0.813,0.766,0.598,0.617,0.609,0.555,0.77,0.57,0.66,0.582,0.57,0.559
2019-02-04T18:28:48,0,0,1,0,-0.094,-0.133,-0.059,-0.301,-0.133,-0.223,-0.332,-0.312,-0.285,-0.523,0.563,0.598,0.781,0.898,1.035,0.73,0.766,0.891,0.75,1.059,0.473,0.5,0.547,0.617,0.691,0.41,0.359,0.516,0.457,0.602
2019-02-04T18:28:58,0,0,1,0,0.059,0.172,0.129,0.023,-0.086,-0.332,-0.176,0.547,0.199,0.047,0.602,0.805,0.66,0.668,0.707,0.762,0.648,1.137,0.734,0.664,0.645,0.59,0.527,0.516,0.516,0.484,0.477,0.996,0.66,0.426
2019-02-04T18:29:08,0,0,1,0,-0.738,-0.117,-0.457,0.094,0.203,-0.133,-0.547,-0.066,-0.113,0.246,0.957,0.684,0.973,0.75,0.777,0.633,0.836,0.824,0.809,0.684,0.395,0.391,0.523,0.641,0.684,0.457,0.465,0.57,0.559,0.832
