time_stamp,x,y,z,sitting,standing,walking,grazing,z_score_x,z_score_y,z_score_z
2018-12-10 18:53:57,0.141,0.859,0.484,1,0,0,0,-0.369,0.626,0.29
2018-12-10 18:53:58,0.141,0.926,0.348,1,0,0,0,-0.369,0.986,-0.662
2018-12-10 18:53:59,0.121,0.98,0.324,1,0,0,0,-0.42,1.276,-0.83
2018-12-10 18:54:00,0.176,0.863,0.422,1,0,0,0,-0.28,0.648,-0.144
2018-12-10 18:54:01,0.176,0.898,0.367,1,0,0,0,-0.28,0.836,-0.529
2018-12-10 18:54:02,0.289,0.73,0.488,1,0,0,0,0.007,-0.067,0.318
2018-12-10 18:54:03,0.16,0.902,0.453,1,0,0,0,-0.321,0.857,0.073
2018-12-10 18:54:04,0.109,0.855,0.438,1,0,0,0,-0.451,0.605,-0.032
2018-12-10 18:54:05,0.098,0.949,0.309,1,0,0,0,-0.479,1.11,-0.935
2018-12-10 18:54:06,0.176,0.762,0.453,1,0,0,0,-0.28,0.105,0.073
2018-12-10 18:54:07,0.188,0.902,0.438,1,0,0,0,-0.25,0.857,-0.032
2018-12-10 18:54:08,0.141,0.867,0.449,1,0,0,0,-0.369,0.669,0.045
2018-12-10 18:54:09,0.125,0.969,0.344,1,0,0,0,-0.41,1.217,-0.69
2018-12-10 18:54:10,0.242,0.699,0.523,1,0,0,0,-0.113,-0.233,0.563
2018-12-10 18:54:11,0.098,0.898,0.453,1,0,0,0,-0.479,0.836,0.073
2018-12-10 18:54:12,0.105,0.871,0.449,1,0,0,0,-0.461,0.691,0.045
2018-12-10 18:54:13,0.289,0.766,0.379,1,0,0,0,0.007,0.126,-0.445
2018-12-10 18:54:14,0.16,0.922,0.34,1,0,0,0,-0.321,0.965,-0.718
2018-12-10 18:54:15,0.125,0.914,0.32,1,0,0,0,-0.41,0.922,-0.858
2018-12-10 18:54:16,0.141,0.867,0.445,1,0,0,0,-0.369,0.669,0.017
2018-12-10 18:54:17,0.117,0.852,0.445,1,0,0,0,-0.43,0.588,0.017
2018-12-10 18:54:18,0.098,0.996,0.266,1,0,0,0,-0.479,1.362,-1.237
2018-12-10 18:54:19,0.168,0.848,0.414,1,0,0,0,-0.301,0.567,-0.2
2018-12-10 18:54:20,0.141,0.871,0.43,1,0,0,0,-0.369,0.691,-0.088
2018-12-10 18:54:21,0.223,1.109,0.258,1,0,0,0,-0.161,1.969,-1.293
2018-12-10 18:54:22,0.164,0.906,0.441,1,0,0,0,-0.311,0.879,-0.011
2018-12-10 18:54:23,0.055,0.82,0.418,1,0,0,0,-0.588,0.417,-0.172
2018-12-10 18:54:24,0.184,0.852,0.332,1,0,0,0,-0.26,0.588,-0.774
2018-12-10 18:54:25,0.113,0.875,0.469,1,0,0,0,-0.441,0.712,0.185
2018-12-10 18:54:26,0.129,0.84,0.422,1,0,0,0,-0.4,0.524,-0.144
2018-12-10 18:54:27,0.105,0.863,0.418,1,0,0,0,-0.461,0.648,-0.172
2018-12-10 18:54:28,0.152,0.84,0.398,1,0,0,0,-0.341,0.524,-0.312
2018-12-10 18:54:29,0.211,0.738,0.473,1,0,0,0,-0.191,-0.024,0.213
2018-12-10 18:54:30,0.105,0.887,0.418,1,0,0,0,-0.461,0.777,-0.172
2018-12-10 18:54:31,0.121,0.887,0.43,1,0,0,0,-0.42,0.777,-0.088
2018-12-10 18:54:32,0.125,1.023,0.301,1,0,0,0,-0.41,1.507,-0.991
2018-12-10 18:54:33,0.082,0.945,0.406,1,0,0,0,-0.519,1.088,-0.256
2018-12-10 18:54:34,0.137,0.859,0.434,1,0,0,0,-0.38,0.626,-0.06
2018-12-10 18:54:35,0.211,0.727,0.512,1,0,0,0,-0.191,-0.083,0.486
2018-12-10 18:54:36,0.105,0.906,0.441,1,0,0,0,-0.461,0.879,-0.011
2018-12-10 18:54:37,0.117,0.848,0.379,1,0,0,0,-0.43,0.567,-0.445
2018-12-10 18:54:38,0.121,0.816,0.43,1,0,0,0,-0.42,0.395,-0.088
2018-12-10 18:54:39,0.184,0.914,0.41,1,0,0,0,-0.26,0.922,-0.228
2018-12-10 18:54:40,0.117,0.898,0.438,1,0,0,0,-0.43,0.836,-0.032
2018-12-10 18:54:41,0.094,0.805,0.387,1,0,0,0,-0.489,0.336,-0.389
2018-12-10 18:54:42,0.109,0.848,0.465,1,0,0,0,-0.451,0.567,0.157
2018-12-10 18:54:43,0.074,0.848,0.449,1,0,0,0,-0.54,0.567,0.045
2018-12-10 18:54:44,0.094,0.859,0.461,1,0,0,0,-0.489,0.626,0.129
2018-12-10 18:54:45,0.102,0.875,0.449,1,0,0,0,-0.469,0.712,0.045
2018-12-10 18:54:46,0.102,0.852,0.445,1,0,0,0,-0.469,0.588,0.017
2018-12-10 18:54:47,0.105,0.875,0.449,1,0,0,0,-0.461,0.712,0.045
2018-12-10 18:54:48,0.102,0.852,0.434,1,0,0,0,-0.469,0.588,-0.06
2018-12-10 18:54:49,0.113,0.918,0.453,1,0,0,0,-0.441,0.943,0.073
2018-12-10 18:54:50,0.09,0.805,0.438,1,0,0,0,-0.499,0.336,-0.032
2018-12-10 18:54:51,0.109,0.918,0.426,1,0,0,0,-0.451,0.943,-0.116
2018-12-10 18:54:52,0.121,0.859,0.488,1,0,0,0,-0.42,0.626,0.318
2018-12-10 18:54:53,0.137,0.848,0.43,1,0,0,0,-0.38,0.567,-0.088
2018-12-10 18:54:54,0.18,1.094,0.266,1,0,0,0,-0.27,1.889,-1.237
2018-12-10 18:54:55,0.145,0.906,0.398,1,0,0,0,-0.359,0.879,-0.312
2018-12-10 18:54:56,0.063,0.863,0.445,1,0,0,0,-0.568,0.648,0.017
2018-12-10 18:54:57,0.102,0.863,0.406,1,0,0,0,-0.469,0.648,-0.256
2018-12-10 18:54:58,0.152,0.75,0.438,1,0,0,0,-0.341,0.041,-0.032
2018-12-10 18:54:59,0.117,0.957,0.398,1,0,0,0,-0.43,1.153,-0.312
2018-12-10 18:55:00,0.117,0.879,0.418,1,0,0,0,-0.43,0.734,-0.172
2018-12-10 18:55:01,0.23,0.879,0.367,1,0,0,0,-0.143,0.734,-0.529
2018-12-10 18:55:02,0.152,1.055,0.277,1,0,0,0,-0.341,1.679,-1.16
2018-12-10 18:55:03,0.105,0.941,0.395,1,0,0,0,-0.461,1.067,-0.333
2018-12-10 18:55:04,0.141,0.859,0.438,1,0,0,0,-0.369,0.626,-0.032
2018-12-10 18:55:05,0.148,0.863,0.426,1,0,0,0,-0.352,0.648,-0.116
2018-12-10 18:55:06,0.09,0.945,0.371,1,0,0,0,-0.499,1.088,-0.501
2018-12-10 18:55:07,0.234,0.715,0.539,1,0,0,0,-0.133,-0.148,0.676
2018-12-10 18:55:08,0.152,0.816,0.469,1,0,0,0,-0.341,0.395,0.185
2018-12-10 18:55:09,0.074,0.867,0.457,1,0,0,0,-0.54,0.669,0.101
2018-12-10 18:55:10,0.191,0.859,0.492,1,0,0,0,-0.242,0.626,0.346
2018-12-10 18:55:11,0.059,0.801,0.355,1,0,0,0,-0.578,0.314,-0.613
2018-12-10 18:55:12,0.125,0.914,0.445,1,0,0,0,-0.41,0.922,0.017
2018-12-10 18:55:13,0.078,0.832,0.426,1,0,0,0,-0.53,0.481,-0.116
2018-12-10 18:55:14,0.18,0.734,0.418,1,0,0,0,-0.27,-0.045,-0.172
2018-12-10 18:55:15,0.117,0.902,0.441,1,0,0,0,-0.43,0.857,-0.011
2018-12-10 18:55:16,0.156,0.844,0.469,1,0,0,0,-0.331,0.546,0.185
2018-12-10 18:55:17,0.137,0.879,0.441,1,0,0,0,-0.38,0.734,-0.011
2018-12-10 18:55:18,0.176,0.836,0.328,1,0,0,0,-0.28,0.503,-0.802
2018-12-10 18:55:19,0.184,0.832,0.406,1,0,0,0,-0.26,0.481,-0.256
2018-12-10 18:55:20,0.164,0.898,0.441,1,0,0,0,-0.311,0.836,-0.011
2018-12-10 18:55:21,0.137,0.91,0.449,1,0,0,0,-0.38,0.9,0.045
2018-12-10 18:55:22,0.148,0.863,0.445,1,0,0,0,-0.352,0.648,0.017
2018-12-10 18:55:23,0.152,0.871,0.434,1,0,0,0,-0.341,0.691,-0.06
2018-12-10 18:55:24,0.09,0.914,0.473,1,0,0,0,-0.499,0.922,0.213
2018-12-10 18:55:25,0.059,0.832,0.438,1,0,0,0,-0.578,0.481,-0.032
2018-12-10 18:55:26,0.164,0.855,0.426,1,0,0,0,-0.311,0.605,-0.116
2018-12-10 18:55:27,0.121,0.941,0.438,1,0,0,0,-0.42,1.067,-0.032
2018-12-10 18:55:28,0.09,0.863,0.441,1,0,0,0,-0.499,0.648,-0.011
2018-12-10 18:55:29,0.188,0.859,0.41,1,0,0,0,-0.25,0.626,-0.228
2018-12-10 18:55:30,0.109,0.949,0.434,1,0,0,0,-0.451,1.11,-0.06
2018-12-10 18:55:31,0.168,1.055,0.27,1,0,0,0,-0.301,1.679,-1.209
2018-12-10 18:55:32,0.094,0.969,0.379,1,0,0,0,-0.489,1.217,-0.445
2018-12-10 18:55:33,0.102,0.887,0.418,1,0,0,0,-0.469,0.777,-0.172
2018-12-10 18:55:34,0.234,0.777,0.457,1,0,0,0,-0.133,0.186,0.101
2018-12-10 18:55:35,0.105,0.879,0.422,1,0,0,0,-0.461,0.734,-0.144
2018-12-10 18:55:36,0.199,1.035,0.285,1,0,0,0,-0.222,1.572,-1.104
2018-12-10 18:55:37,0.141,0.906,0.457,1,0,0,0,-0.369,0.879,0.101
2018-12-10 18:55:38,0.129,0.949,0.41,1,0,0,0,-0.4,1.11,-0.228
2018-12-10 18:55:39,0.121,0.875,0.43,1,0,0,0,-0.42,0.712,-0.088
2018-12-10 18:55:40,0.121,0.906,0.441,1,0,0,0,-0.42,0.879,-0.011
2018-12-10 18:55:41,0.105,0.895,0.438,1,0,0,0,-0.461,0.82,-0.032
2018-12-10 18:55:42,0.098,0.895,0.438,1,0,0,0,-0.479,0.82,-0.032
2018-12-10 18:55:43,0.086,0.863,0.426,1,0,0,0,-0.509,0.648,-0.116
2018-12-10 18:55:44,0.098,0.859,0.418,1,0,0,0,-0.479,0.626,-0.172
2018-12-10 18:55:45,0.125,0.918,0.438,1,0,0,0,-0.41,0.943,-0.032
2018-12-10 18:55:46,0.121,0.863,0.406,1,0,0,0,-0.42,0.648,-0.256
2018-12-10 18:55:47,0.0,0.84,0.418,1,0,0,0,-0.728,0.524,-0.172
2018-12-10 18:55:48,0.184,0.758,0.445,1,0,0,0,-0.26,0.083,0.017
2018-12-10 18:55:49,0.121,0.863,0.441,1,0,0,0,-0.42,0.648,-0.011
2018-12-10 18:55:50,0.043,0.859,0.438,1,0,0,0,-0.619,0.626,-0.032
2018-12-10 18:55:51,0.098,0.82,0.441,1,0,0,0,-0.479,0.417,-0.011
2018-12-10 18:55:52,0.059,0.875,0.445,1,0,0,0,-0.578,0.712,0.017
2018-12-10 18:55:53,0.055,0.871,0.426,1,0,0,0,-0.588,0.691,-0.116
2018-12-10 18:55:54,0.113,1.133,0.238,1,0,0,0,-0.441,2.098,-1.433
2018-12-10 18:55:55,0.059,0.789,0.344,1,0,0,0,-0.578,0.25,-0.69
2018-12-10 18:55:56,0.094,0.941,0.418,1,0,0,0,-0.489,1.067,-0.172
2018-12-10 18:55:57,0.078,0.883,0.426,1,0,0,0,-0.53,0.755,-0.116
2018-12-10 18:55:58,0.07,0.875,0.406,1,0,0,0,-0.55,0.712,-0.256
2018-12-10 18:55:59,0.035,1.0,0.258,1,0,0,0,-0.639,1.384,-1.293
2018-12-10 18:56:00,0.051,0.922,0.305,1,0,0,0,-0.598,0.965,-0.963
2018-12-10 18:56:01,0.074,0.965,0.426,1,0,0,0,-0.54,1.196,-0.116
2018-12-10 18:56:02,0.074,0.93,0.418,1,0,0,0,-0.54,1.008,-0.172
2018-12-10 18:56:03,0.043,0.867,0.438,1,0,0,0,-0.619,0.669,-0.032
2018-12-10 18:56:04,0.098,1.098,0.223,1,0,0,0,-0.479,1.91,-1.538
2018-12-10 18:56:05,0.012,0.871,0.414,1,0,0,0,-0.697,0.691,-0.2
2018-12-10 18:56:06,0.109,0.816,0.438,1,0,0,0,-0.451,0.395,-0.032
2018-12-10 18:56:07,0.039,0.902,0.418,1,0,0,0,-0.629,0.857,-0.172
2018-12-10 18:56:08,0.102,0.891,0.41,1,0,0,0,-0.469,0.798,-0.228
2018-12-10 18:56:09,0.113,0.895,0.41,1,0,0,0,-0.441,0.82,-0.228
2018-12-10 18:56:10,0.133,0.883,0.395,1,0,0,0,-0.39,0.755,-0.333
2018-12-10 18:56:11,0.109,0.91,0.402,1,0,0,0,-0.451,0.9,-0.284
2018-12-10 18:56:12,0.113,0.906,0.387,1,0,0,0,-0.441,0.879,-0.389
2018-12-10 18:56:13,0.199,0.793,0.434,1,0,0,0,-0.222,0.272,-0.06
2018-12-10 18:56:14,0.164,0.699,0.426,1,0,0,0,-0.311,-0.233,-0.116
2018-12-10 18:56:15,0.063,0.914,0.406,1,0,0,0,-0.568,0.922,-0.256
2018-12-10 18:56:16,0.109,0.902,0.391,1,0,0,0,-0.451,0.857,-0.361
2018-12-10 18:56:17,0.094,0.926,0.379,1,0,0,0,-0.489,0.986,-0.445
2018-12-10 18:56:18,0.262,0.906,0.383,1,0,0,0,-0.062,0.879,-0.417
2018-12-10 18:56:19,0.094,0.973,0.375,1,0,0,0,-0.489,1.239,-0.473
2018-12-10 18:56:20,0.086,0.902,0.395,1,0,0,0,-0.509,0.857,-0.333
2018-12-10 18:56:21,0.125,1.063,0.238,1,0,0,0,-0.41,1.722,-1.433
2018-12-10 18:56:22,0.262,0.719,0.469,1,0,0,0,-0.062,-0.126,0.185
2018-12-10 18:56:23,0.094,0.957,0.387,1,0,0,0,-0.489,1.153,-0.389
2018-12-10 18:56:24,0.176,0.852,0.457,1,0,0,0,-0.28,0.588,0.101
2018-12-10 18:56:25,0.145,0.832,0.469,1,0,0,0,-0.359,0.481,0.185
2018-12-10 18:56:26,0.07,0.926,0.398,1,0,0,0,-0.55,0.986,-0.312
2018-12-10 18:56:27,0.117,0.906,0.383,1,0,0,0,-0.43,0.879,-0.417
2018-12-10 18:56:28,0.195,0.723,0.457,1,0,0,0,-0.232,-0.105,0.101
2018-12-10 18:56:29,0.059,0.867,0.41,1,0,0,0,-0.578,0.669,-0.228
2018-12-10 18:56:30,0.156,0.781,0.285,1,0,0,0,-0.331,0.207,-1.104
2018-12-10 18:56:31,0.082,0.965,0.383,1,0,0,0,-0.519,1.196,-0.417
2018-12-10 18:56:32,0.215,0.898,0.402,1,0,0,0,-0.181,0.836,-0.284
2018-12-10 18:56:33,0.063,0.895,0.414,1,0,0,0,-0.568,0.82,-0.2
2018-12-10 18:56:34,0.09,0.902,0.41,1,0,0,0,-0.499,0.857,-0.228
2018-12-10 18:56:35,0.113,0.91,0.406,1,0,0,0,-0.441,0.9,-0.256
2018-12-10 18:56:36,0.109,0.906,0.41,1,0,0,0,-0.451,0.879,-0.228
2018-12-10 18:56:37,0.133,0.895,0.398,1,0,0,0,-0.39,0.82,-0.312
2018-12-10 18:56:38,0.137,0.891,0.391,1,0,0,0,-0.38,0.798,-0.361
2018-12-10 18:56:39,0.145,0.914,0.402,1,0,0,0,-0.359,0.922,-0.284
2018-12-10 18:56:40,0.094,0.902,0.414,1,0,0,0,-0.489,0.857,-0.2
2018-12-10 18:56:41,0.156,0.914,0.387,1,0,0,0,-0.331,0.922,-0.389
2018-12-10 18:56:42,0.074,0.902,0.395,1,0,0,0,-0.54,0.857,-0.333
2018-12-10 18:56:43,0.145,0.828,0.488,1,0,0,0,-0.359,0.46,0.318
2018-12-10 18:56:44,0.113,0.898,0.402,1,0,0,0,-0.441,0.836,-0.284
2018-12-10 18:56:45,0.156,1.141,0.172,1,0,0,0,-0.331,2.141,-1.895
2018-12-10 18:56:46,0.094,0.883,0.336,1,0,0,0,-0.489,0.755,-0.746
2018-12-10 18:56:47,0.152,0.863,0.402,1,0,0,0,-0.341,0.648,-0.284
2018-12-10 18:56:48,0.098,0.898,0.367,1,0,0,0,-0.479,0.836,-0.529
2018-12-10 18:56:49,0.141,0.914,0.332,1,0,0,0,-0.369,0.922,-0.774
2018-12-10 18:56:50,0.219,0.762,0.398,1,0,0,0,-0.171,0.105,-0.312
2018-12-10 18:56:51,0.137,0.863,0.414,1,0,0,0,-0.38,0.648,-0.2
2018-12-10 18:56:52,0.113,0.883,0.391,1,0,0,0,-0.441,0.755,-0.361
2018-12-10 18:56:53,0.16,1.082,0.246,1,0,0,0,-0.321,1.824,-1.377
2018-12-10 18:56:54,0.098,0.984,0.34,1,0,0,0,-0.479,1.298,-0.718
2018-12-10 18:56:55,0.105,0.875,0.414,1,0,0,0,-0.461,0.712,-0.2
2018-12-10 18:56:56,0.141,0.875,0.383,1,0,0,0,-0.369,0.712,-0.417
2018-12-10 18:56:57,0.117,0.879,0.391,1,0,0,0,-0.43,0.734,-0.361
2018-12-10 18:56:58,0.172,1.059,0.254,1,0,0,0,-0.291,1.701,-1.321
2018-12-10 18:56:59,0.148,0.855,0.445,1,0,0,0,-0.352,0.605,0.017
2018-12-10 18:57:00,0.129,1.121,0.109,1,0,0,0,-0.4,2.034,-2.336
2018-12-10 18:57:01,0.219,0.797,0.352,1,0,0,0,-0.171,0.293,-0.634
2018-12-10 18:57:02,0.25,0.754,0.445,1,0,0,0,-0.092,0.062,0.017
2018-12-10 18:57:03,0.086,0.82,0.367,1,0,0,0,-0.509,0.417,-0.529
2018-12-10 18:57:04,0.156,0.977,0.375,1,0,0,0,-0.331,1.26,-0.473
2018-12-10 18:57:05,0.098,0.926,0.398,1,0,0,0,-0.479,0.986,-0.312
2018-12-10 18:57:06,0.113,0.93,0.398,1,0,0,0,-0.441,1.008,-0.312
2018-12-10 18:57:07,0.129,0.84,0.313,1,0,0,0,-0.4,0.524,-0.907
2018-12-10 18:57:08,0.098,1.098,0.246,1,0,0,0,-0.479,1.91,-1.377
2018-12-10 18:57:09,0.125,0.723,0.434,1,0,0,0,-0.41,-0.105,-0.06
2018-12-10 18:57:10,0.07,0.918,0.41,1,0,0,0,-0.55,0.943,-0.228
2018-12-10 18:57:11,0.059,0.918,0.406,1,0,0,0,-0.578,0.943,-0.256
2018-12-10 18:57:12,0.145,1.137,0.254,1,0,0,0,-0.359,2.12,-1.321
2018-12-10 18:57:13,0.086,0.977,0.359,1,0,0,0,-0.509,1.26,-0.585
2018-12-10 18:57:14,0.082,0.93,0.414,1,0,0,0,-0.519,1.008,-0.2
2018-12-10 18:57:15,0.055,0.871,0.391,1,0,0,0,-0.588,0.691,-0.361
2018-12-10 18:57:16,0.105,1.117,0.258,1,0,0,0,-0.461,2.012,-1.293
2018-12-10 18:57:17,0.012,0.957,0.32,1,0,0,0,-0.697,1.153,-0.858
2018-12-10 18:57:18,0.125,0.852,0.41,1,0,0,0,-0.41,0.588,-0.228
2018-12-10 18:57:19,0.172,0.938,0.367,1,0,0,0,-0.291,1.051,-0.529
2018-12-10 18:57:20,0.051,0.945,0.359,1,0,0,0,-0.598,1.088,-0.585
2018-12-10 18:57:21,0.129,0.934,0.406,1,0,0,0,-0.4,1.029,-0.256
2018-12-10 18:57:22,0.109,0.883,0.395,1,0,0,0,-0.451,0.755,-0.333
2018-12-10 18:57:23,0.191,0.754,0.383,1,0,0,0,-0.242,0.062,-0.417
2018-12-10 18:57:24,0.168,0.902,0.387,1,0,0,0,-0.301,0.857,-0.389
2018-12-10 18:57:25,0.086,0.934,0.406,1,0,0,0,-0.509,1.029,-0.256
2018-12-10 18:57:26,0.148,1.113,0.211,1,0,0,0,-0.352,1.991,-1.622
2018-12-10 18:57:27,0.047,0.973,0.367,1,0,0,0,-0.608,1.239,-0.529
2018-12-10 18:57:28,0.074,0.91,0.391,1,0,0,0,-0.54,0.9,-0.361
2018-12-10 18:57:29,0.184,0.844,0.305,1,0,0,0,-0.26,0.546,-0.963
2018-12-10 18:57:30,0.082,0.887,0.398,1,0,0,0,-0.519,0.777,-0.312
2018-12-10 18:57:31,0.098,0.922,0.414,1,0,0,0,-0.479,0.965,-0.2
2018-12-10 18:57:32,0.121,0.914,0.395,1,0,0,0,-0.42,0.922,-0.333
2018-12-10 18:57:33,0.211,0.723,0.488,1,0,0,0,-0.191,-0.105,0.318
2018-12-10 18:57:34,0.105,0.934,0.41,1,0,0,0,-0.461,1.029,-0.228
2018-12-10 18:57:35,0.156,1.102,0.195,1,0,0,0,-0.331,1.932,-1.734
2018-12-10 18:57:36,0.086,0.918,0.387,1,0,0,0,-0.509,0.943,-0.389
2018-12-10 18:57:37,0.121,0.789,0.418,1,0,0,0,-0.42,0.25,-0.172
2018-12-10 18:57:38,0.156,0.77,0.43,1,0,0,0,-0.331,0.148,-0.088
2018-12-10 18:57:39,0.066,0.91,0.391,1,0,0,0,-0.56,0.9,-0.361
2018-12-10 18:57:40,0.082,0.902,0.383,1,0,0,0,-0.519,0.857,-0.417
2018-12-10 18:57:41,0.125,0.887,0.383,1,0,0,0,-0.41,0.777,-0.417
2018-12-10 18:57:42,0.07,0.934,0.406,1,0,0,0,-0.55,1.029,-0.256
2018-12-10 18:57:43,0.051,0.949,0.41,1,0,0,0,-0.598,1.11,-0.228
2018-12-10 18:57:44,0.074,0.879,0.383,1,0,0,0,-0.54,0.734,-0.417
2018-12-10 18:57:45,0.309,0.961,0.242,1,0,0,0,0.058,1.174,-1.405
2018-12-10 18:57:46,0.188,1.094,0.227,1,0,0,0,-0.25,1.889,-1.51
2018-12-10 18:57:47,0.09,0.934,0.406,1,0,0,0,-0.499,1.029,-0.256
2018-12-10 18:57:48,0.098,0.898,0.391,1,0,0,0,-0.479,0.836,-0.361
2018-12-10 18:57:49,0.16,0.992,0.348,1,0,0,0,-0.321,1.341,-0.662
2018-12-10 18:57:50,0.125,0.926,0.391,1,0,0,0,-0.41,0.986,-0.361
2018-12-10 18:57:51,0.109,0.918,0.391,1,0,0,0,-0.451,0.943,-0.361
2018-12-10 18:57:52,0.145,0.98,0.273,1,0,0,0,-0.359,1.276,-1.188
2018-12-10 18:57:53,0.191,0.785,0.375,1,0,0,0,-0.242,0.229,-0.473
2018-12-10 18:57:54,0.102,0.941,0.316,1,0,0,0,-0.469,1.067,-0.886
2018-12-10 18:57:55,0.078,0.867,0.414,1,0,0,0,-0.53,0.669,-0.2
2018-12-10 18:57:56,0.07,0.902,0.414,1,0,0,0,-0.55,0.857,-0.2
2018-12-10 18:57:57,0.102,0.867,0.406,1,0,0,0,-0.469,0.669,-0.256
2018-12-10 18:57:58,0.145,0.867,0.438,1,0,0,0,-0.359,0.669,-0.032
2018-12-10 18:57:59,0.211,0.863,0.422,1,0,0,0,-0.191,0.648,-0.144
2018-12-10 18:58:00,0.035,0.941,0.414,1,0,0,0,-0.639,1.067,-0.2
2018-12-10 18:58:01,0.098,0.918,0.418,1,0,0,0,-0.479,0.943,-0.172
2018-12-10 18:58:02,0.188,0.797,0.504,1,0,0,0,-0.25,0.293,0.43
2018-12-10 18:58:03,0.125,0.719,0.355,1,0,0,0,-0.41,-0.126,-0.613
2018-12-10 18:58:04,0.188,0.926,0.383,1,0,0,0,-0.25,0.986,-0.417
2018-12-10 18:58:05,0.098,0.926,0.418,1,0,0,0,-0.479,0.986,-0.172
2018-12-10 18:58:06,0.07,0.914,0.406,1,0,0,0,-0.55,0.922,-0.256
2018-12-10 18:58:07,0.176,0.891,0.391,1,0,0,0,-0.28,0.798,-0.361
2018-12-10 18:58:08,0.039,0.941,0.387,1,0,0,0,-0.629,1.067,-0.389
2018-12-10 18:58:09,0.07,0.922,0.43,1,0,0,0,-0.55,0.965,-0.088
2018-12-10 18:58:10,0.066,0.895,0.406,1,0,0,0,-0.56,0.82,-0.256
2018-12-10 18:58:11,0.145,0.84,0.457,1,0,0,0,-0.359,0.524,0.101
2018-12-10 18:58:12,0.023,0.973,0.277,1,0,0,0,-0.669,1.239,-1.16
2018-12-10 18:58:13,0.051,0.93,0.414,1,0,0,0,-0.598,1.008,-0.2
2018-12-10 18:58:14,0.102,0.867,0.457,1,0,0,0,-0.469,0.669,0.101
2018-12-10 18:58:15,0.125,1.117,0.168,1,0,0,0,-0.41,2.012,-1.923
2018-12-10 18:58:16,0.125,1.004,0.355,1,0,0,0,-0.41,1.405,-0.613
2018-12-10 18:58:17,0.117,0.91,0.422,1,0,0,0,-0.43,0.9,-0.144
2018-12-10 18:58:18,0.113,0.859,0.41,1,0,0,0,-0.441,0.626,-0.228
2018-12-10 18:58:19,0.121,0.664,0.422,1,0,0,0,-0.42,-0.422,-0.144
2018-12-10 18:58:20,0.066,0.918,0.41,1,0,0,0,-0.56,0.943,-0.228
2018-12-10 18:58:21,0.09,0.922,0.383,1,0,0,0,-0.499,0.965,-0.417
2018-12-10 18:58:22,0.105,1.023,0.348,1,0,0,0,-0.461,1.507,-0.662
2018-12-10 18:58:23,0.066,0.957,0.391,1,0,0,0,-0.56,1.153,-0.361
2018-12-10 18:58:24,0.063,0.914,0.383,1,0,0,0,-0.568,0.922,-0.417
2018-12-10 18:58:25,0.109,1.094,0.145,1,0,0,0,-0.451,1.889,-2.084
2018-12-10 18:58:26,0.063,0.945,0.402,1,0,0,0,-0.568,1.088,-0.284
2018-12-10 18:58:27,0.086,0.906,0.391,1,0,0,0,-0.509,0.879,-0.361
2018-12-10 18:58:28,0.117,0.922,0.379,1,0,0,0,-0.43,0.965,-0.445
2018-12-10 18:58:29,0.109,0.867,0.328,1,0,0,0,-0.451,0.669,-0.802
2018-12-10 18:58:30,0.129,1.004,0.383,1,0,0,0,-0.4,1.405,-0.417
2018-12-10 18:58:31,0.223,0.797,0.438,1,0,0,0,-0.161,0.293,-0.032
2018-12-10 18:58:32,0.078,0.906,0.387,1,0,0,0,-0.53,0.879,-0.389
2018-12-10 18:58:33,0.055,0.867,0.391,1,0,0,0,-0.588,0.669,-0.361
2018-12-10 18:58:34,0.074,0.879,0.391,1,0,0,0,-0.54,0.734,-0.361
2018-12-10 18:58:35,0.109,0.859,0.375,1,0,0,0,-0.451,0.626,-0.473
2018-12-10 18:58:36,0.074,0.93,0.414,1,0,0,0,-0.54,1.008,-0.2
2018-12-10 18:58:37,0.051,0.91,0.414,1,0,0,0,-0.598,0.9,-0.2
2018-12-10 18:58:38,0.055,0.918,0.41,1,0,0,0,-0.588,0.943,-0.228
2018-12-10 18:58:39,0.109,0.875,0.434,1,0,0,0,-0.451,0.712,-0.06
2018-12-10 18:58:40,0.141,0.75,0.402,1,0,0,0,-0.369,0.041,-0.284
2018-12-10 18:58:41,0.117,0.977,0.449,1,0,0,0,-0.43,1.26,0.045
2018-12-10 18:58:42,0.195,0.875,0.395,1,0,0,0,-0.232,0.712,-0.333
2018-12-10 18:58:43,0.129,0.969,0.414,1,0,0,0,-0.4,1.217,-0.2
2018-12-10 18:58:44,0.133,0.996,0.289,1,0,0,0,-0.39,1.362,-1.076
2018-12-10 18:58:45,0.203,0.918,0.199,1,0,0,0,-0.212,0.943,-1.706
2018-12-10 18:58:46,0.145,0.953,0.309,1,0,0,0,-0.359,1.131,-0.935
2018-12-10 18:58:47,0.195,1.113,0.215,1,0,0,0,-0.232,1.991,-1.594
2018-12-10 18:58:48,0.168,0.961,0.301,1,0,0,0,-0.301,1.174,-0.991
2018-12-10 18:58:49,0.074,0.918,0.359,1,0,0,0,-0.54,0.943,-0.585
2018-12-10 18:58:50,0.07,0.906,0.375,1,0,0,0,-0.55,0.879,-0.473
2018-12-10 18:58:51,0.195,1.109,0.199,1,0,0,0,-0.232,1.969,-1.706
2018-12-10 18:58:52,0.109,0.914,0.242,1,0,0,0,-0.451,0.922,-1.405
2018-12-10 18:58:53,0.098,0.938,0.371,1,0,0,0,-0.479,1.051,-0.501
