time_stamp,x,y,z,sitting,standing,walking,grazing
2018-12-10 19:04:37,0.32,0.934,0.395,0,1,0,1
2018-12-10 19:04:38,0.625,0.814,0.289,0,1,0,1
2018-12-10 19:04:39,0.68,0.695,0.418,0,1,0,1
2018-12-10 19:04:40,0.477,0.746,0.262,0,1,0,1
2018-12-10 19:04:41,0.836,0.512,0.328,0,1,0,1
2018-12-10 19:04:42,0.434,0.785,0.445,0,1,0,1
2018-12-10 19:04:43,0.563,0.617,0.484,0,1,0,1
2018-12-10 19:04:44,0.57,0.68,0.34,0,1,0,1
2018-12-10 19:04:45,0.555,0.605,0.402,0,1,0,1
2018-12-10 19:04:46,0.781,0.5,0.262,0,1,0,1
2018-12-10 19:04:47,0.5,0.938,0.449,0,1,0,1
2018-12-10 19:04:48,0.449,0.863,0.379,0,1,0,1
2018-12-10 19:04:49,0.609,0.711,0.332,0,1,0,1
2018-12-10 19:04:50,0.527,0.805,0.289,0,1,0,1
2018-12-10 19:04:51,0.539,0.742,0.344,0,1,0,1
2018-12-10 19:04:52,0.422,0.836,0.398,0,1,0,1
2018-12-10 19:04:53,0.512,0.828,0.445,0,1,0,1
2018-12-10 19:04:54,0.711,0.586,0.301,0,1,0,1
2018-12-10 19:04:55,0.617,0.91,0.348,0,1,0,1
2018-12-10 19:04:56,0.52,0.715,0.395,0,1,0,1
2018-12-10 19:04:57,0.477,0.738,0.367,0,1,0,1
2018-12-10 19:04:58,0.758,0.699,0.328,0,1,0,1
2018-12-10 19:04:59,0.512,0.707,0.324,0,1,0,1
2018-12-10 19:05:00,0.914,0.57,0.48,0,1,0,1
2018-12-10 19:05:01,0.633,0.707,0.391,0,1,0,1
2018-12-10 19:05:02,0.641,0.605,0.391,0,1,0,1
2018-12-10 19:05:03,0.906,0.477,0.453,0,1,0,1
2018-12-10 19:05:04,0.5,0.715,0.371,0,1,0,1
2018-12-10 19:05:05,0.477,0.746,0.449,0,1,0,1
2018-12-10 19:05:06,0.695,0.645,0.215,0,1,0,1
2018-12-10 19:05:07,0.824,0.648,0.453,0,1,0,1
2018-12-10 19:05:08,0.563,0.738,0.492,0,1,0,1
2018-12-10 19:05:09,0.699,0.617,0.336,0,1,0,1
2018-12-10 19:05:10,0.816,0.668,0.547,0,1,0,1
2018-12-10 19:05:11,0.785,0.742,0.508,0,1,0,1
2018-12-10 19:05:12,0.668,0.508,0.238,0,1,0,1
2018-12-10 19:05:13,0.527,0.746,0.328,0,1,0,1
2018-12-10 19:05:14,0.484,0.754,0.348,0,1,0,1
2018-12-10 19:05:15,0.473,0.746,0.449,0,1,0,1
2018-12-10 19:05:16,0.785,0.711,0.582,0,1,0,1
2018-12-10 19:05:17,0.664,0.652,0.434,0,1,0,1
2018-12-10 19:05:18,0.793,0.449,0.285,0,1,0,1
2018-12-10 19:05:19,0.816,0.586,0.34,0,1,0,1
2018-12-10 19:05:20,0.035,0.703,0.387,0,1,0,1
2018-12-10 19:05:21,0.734,0.641,0.375,0,1,0,1
2018-12-10 19:05:22,0.879,0.66,0.203,0,1,0,1
2018-12-10 19:05:23,0.703,0.633,0.41,0,1,0,1
2018-12-10 19:05:24,0.598,0.699,0.395,0,1,0,1
2018-12-10 19:05:25,0.738,0.488,0.313,0,1,0,1
2018-12-10 19:05:26,0.57,0.629,0.367,0,1,0,1
2018-12-10 19:05:27,0.824,0.527,0.254,0,1,0,1
2018-12-10 19:05:28,0.668,0.551,0.289,0,1,0,1
2018-12-10 19:05:29,0.629,0.602,0.422,0,1,0,1
2018-12-10 19:05:30,0.66,0.656,0.473,0,1,0,1
2018-12-10 19:05:31,0.641,0.598,0.434,0,1,1,0
2018-12-10 19:05:32,0.504,0.691,0.43,0,1,1,0
2018-12-10 19:05:33,0.293,0.66,0.359,0,1,1,0
2018-12-10 19:05:34,0.641,0.723,0.453,0,1,1,0
2018-12-10 19:05:35,0.539,0.723,0.445,0,1,1,0
2018-12-10 19:05:36,0.289,0.91,0.516,0,1,1,0
2018-12-10 19:05:37,-0.066,0.82,0.402,0,1,1,0
2018-12-10 19:05:38,0.027,0.902,0.398,0,1,1,0
2018-12-10 19:05:39,0.012,0.906,0.41,0,1,1,0
2018-12-10 19:05:40,-0.105,0.93,0.453,0,1,1,0
2018-12-10 19:05:41,0.141,0.938,0.648,0,1,1,1
2018-12-10 19:05:42,0.328,0.859,0.422,0,1,1,1
2018-12-10 19:05:43,0.297,0.977,0.5,0,1,1,1
2018-12-10 19:05:44,-0.004,1.055,0.395,0,1,1,1
2018-12-10 19:05:45,0.398,1.098,0.469,0,1,1,1
2018-12-10 19:05:46,0.461,0.84,0.449,0,1,1,1
2018-12-10 19:05:47,0.547,0.934,0.789,0,1,1,1
2018-12-10 19:05:48,0.816,0.859,0.852,0,1,1,1
2018-12-10 19:05:49,0.891,0.637,0.453,0,1,1,1
2018-12-10 19:05:50,0.719,0.512,0.336,0,1,1,1
2018-12-10 19:05:51,0.609,0.586,0.422,0,0,1,1
2018-12-10 19:05:52,0.648,0.684,0.418,0,0,1,1
2018-12-10 19:05:53,0.648,0.441,0.41,0,0,1,1
2018-12-10 19:05:54,0.555,0.688,0.352,0,0,1,1
2018-12-10 19:05:55,0.734,0.504,0.414,0,0,1,1
2018-12-10 19:05:56,0.516,0.563,0.344,0,0,1,1
2018-12-10 19:05:57,0.543,0.43,0.242,0,0,1,1
2018-12-10 19:05:58,0.531,0.746,0.379,0,0,1,1
2018-12-10 19:05:59,0.234,0.848,0.605,0,0,1,1
2018-12-10 19:06:00,0.566,0.684,0.281,0,0,1,1
2018-12-10 19:06:01,0.57,0.535,0.223,0,0,1,1
2018-12-10 19:06:02,0.547,0.758,0.293,0,0,1,1
2018-12-10 19:06:03,0.598,0.609,0.32,0,0,1,1
2018-12-10 19:06:04,0.629,0.754,0.223,0,0,1,1
2018-12-10 19:06:05,0.707,0.512,0.313,0,0,1,1
2018-12-10 19:06:06,0.859,0.219,0.211,0,0,1,1
2018-12-10 19:06:07,0.738,0.676,0.25,0,0,1,1
2018-12-10 19:06:08,0.383,0.746,0.402,0,0,1,1
2018-12-10 19:06:09,0.711,0.602,0.348,0,0,1,1
2018-12-10 19:06:10,0.582,0.816,0.449,0,0,1,1
2018-12-10 19:06:11,0.484,0.734,0.41,0,1,0,1
2018-12-10 19:06:12,0.566,0.684,0.441,0,1,0,1
2018-12-10 19:06:13,0.66,0.656,0.457,0,1,0,1
2018-12-10 19:06:14,0.66,0.695,0.395,0,1,0,1
2018-12-10 19:06:15,0.512,0.656,0.324,0,1,0,1
2018-12-10 19:06:16,0.684,0.523,0.336,0,1,0,1
2018-12-10 19:06:17,0.652,0.695,0.293,0,1,0,1
2018-12-10 19:06:18,0.586,0.559,0.406,0,1,0,1
2018-12-10 19:06:19,0.512,0.695,0.449,0,1,0,1
2018-12-10 19:06:20,0.953,0.617,0.262,0,1,0,1
2018-12-10 19:06:21,0.684,0.73,0.223,0,1,0,1
2018-12-10 19:06:22,0.504,0.73,0.383,0,1,0,1
2018-12-10 19:06:23,0.5,0.695,0.414,0,1,0,1
2018-12-10 19:06:24,0.473,0.684,0.453,0,1,0,1
2018-12-10 19:06:25,0.637,0.672,0.41,0,1,0,1
2018-12-10 19:06:26,0.629,0.621,0.422,0,1,0,1
2018-12-10 19:06:27,0.512,0.621,0.324,0,1,0,1
2018-12-10 19:06:28,0.574,0.645,0.328,0,1,0,1
2018-12-10 19:06:29,0.545,0.672,0.313,0,1,0,1
2018-12-10 19:06:30,0.516,0.844,0.328,0,1,0,1
2018-12-10 19:06:31,0.883,0.504,0.191,0,1,0,1
2018-12-10 19:06:32,0.664,0.652,0.434,0,1,0,1
2018-12-10 19:06:33,0.527,0.762,0.391,0,1,0,1
2018-12-10 19:06:34,0.766,0.449,0.344,0,1,0,1
2018-12-10 19:06:35,0.719,0.375,0.32,0,1,0,1
2018-12-10 19:06:36,0.52,0.66,0.426,0,1,0,1
2018-12-10 19:06:37,0.414,0.59,0.309,0,1,0,1
2018-12-10 19:06:38,0.555,0.777,0.441,0,1,0,1
2018-12-10 19:06:39,0.535,0.719,0.387,0,1,0,1
2018-12-10 19:06:40,0.504,0.719,0.355,0,1,0,1
2018-12-10 19:06:41,0.742,0.668,0.266,0,1,0,1
2018-12-10 19:06:42,0.574,0.688,0.477,0,1,0,1
2018-12-10 19:06:43,0.633,0.703,0.426,0,1,0,1
2018-12-10 19:06:44,0.547,0.563,0.227,0,1,0,1
2018-12-10 19:06:45,0.676,0.633,0.41,0,1,0,1
2018-12-10 19:06:46,0.492,0.652,0.402,0,1,0,1
2018-12-10 19:06:47,0.805,0.48,0.398,0,1,0,1
2018-12-10 19:06:48,0.52,0.668,0.355,0,1,0,1
2018-12-10 19:06:49,0.73,0.652,0.465,0,1,0,1
2018-12-10 19:06:50,0.676,0.676,0.355,0,1,0,1
2018-12-10 19:06:51,0.543,0.715,0.395,0,1,0,1
2018-12-10 19:06:52,0.656,0.672,0.41,0,1,0,1
2018-12-10 19:06:53,0.551,0.648,0.457,0,1,0,1
2018-12-10 19:06:54,0.465,0.852,0.496,0,1,0,1
2018-12-10 19:06:55,0.488,0.723,0.316,0,1,0,1
2018-12-10 19:06:56,0.676,0.625,0.203,0,1,0,1
2018-12-10 19:06:57,0.488,0.797,0.371,0,1,0,1
2018-12-10 19:06:58,0.598,0.648,0.484,0,1,0,1
2018-12-10 19:06:59,0.598,0.59,0.555,0,1,0,1
2018-12-10 19:07:00,0.535,0.691,0.414,0,1,0,1
2018-12-10 19:07:01,1.02,0.516,0.406,0,1,0,1
2018-12-10 19:07:02,0.781,0.445,0.355,0,1,0,1
2018-12-10 19:07:03,0.555,0.563,0.254,0,1,0,1
2018-12-10 19:07:04,0.676,0.641,0.348,0,1,0,1
2018-12-10 19:07:05,0.688,0.332,0.504,0,1,0,1
2018-12-10 19:07:06,0.895,0.465,0.672,0,1,0,1
2018-12-10 19:07:07,0.586,0.707,0.32,0,1,0,1
2018-12-10 19:07:08,0.676,0.66,0.332,0,1,0,1
2018-12-10 19:07:09,0.668,0.664,0.188,0,1,0,1
2018-12-10 19:07:10,0.488,0.738,0.422,0,1,0,1
2018-12-10 19:07:11,0.609,0.496,0.367,0,1,0,1
2018-12-10 19:07:12,0.832,0.543,0.496,0,1,0,1
2018-12-10 19:07:13,0.531,0.563,0.387,0,1,0,1
2018-12-10 19:07:14,0.566,0.586,0.391,0,1,0,1
2018-12-10 19:07:15,0.656,0.707,0.461,0,1,0,1
2018-12-10 19:07:16,0.48,0.707,0.387,0,1,0,1
2018-12-10 19:07:17,0.438,0.602,0.313,0,1,0,1
2018-12-10 19:07:18,0.551,0.703,0.246,0,1,0,1
2018-12-10 19:07:19,0.719,0.535,0.246,0,1,0,1
2018-12-10 19:07:20,0.539,0.77,0.379,0,1,0,1
2018-12-10 19:07:21,0.539,0.762,0.441,0,0,1,0
2018-12-10 19:07:22,0.629,0.563,0.359,0,0,1,0
2018-12-10 19:07:23,0.822,0.695,0.617,0,0,1,0
2018-12-10 19:07:24,1.016,0.52,0.195,0,0,1,0
2018-12-10 19:07:25,0.645,0.547,-0.105,0,0,1,0
2018-12-10 19:07:26,0.523,0.734,0.465,0,0,1,0
2018-12-10 19:07:27,0.355,0.73,0.418,0,0,1,0
2018-12-10 19:07:28,0.27,0.867,0.5,0,0,1,0
2018-12-10 19:07:29,0.703,0.922,0.531,0,0,1,0
2018-12-10 19:07:30,0.523,0.633,0.402,0,0,1,0
2018-12-10 19:07:31,0.469,0.52,0.219,0,1,0,1
2018-12-10 19:07:32,0.336,0.645,0.371,0,1,0,1
2018-12-10 19:07:33,0.512,0.867,0.391,0,1,0,1
2018-12-10 19:07:34,0.57,0.871,0.527,0,1,0,1
2018-12-10 19:07:35,0.496,0.605,0.398,0,1,0,1
2018-12-10 19:07:36,0.293,0.953,0.508,0,1,0,1
2018-12-10 19:07:37,0.445,0.746,0.387,0,1,0,1
2018-12-10 19:07:38,0.535,0.734,0.441,0,1,0,1
2018-12-10 19:07:39,0.414,0.703,0.473,0,1,0,1
2018-12-10 19:07:40,0.539,0.605,0.387,0,1,0,1
2018-12-10 19:07:41,0.465,0.844,0.41,0,1,0,1
2018-12-10 19:07:42,0.449,0.777,0.422,0,1,0,1
2018-12-10 19:07:43,0.461,0.75,0.43,0,1,0,1
2018-12-10 19:07:44,0.402,0.785,0.441,0,1,0,1
2018-12-10 19:07:45,0.281,0.813,0.453,0,1,0,1
2018-12-10 19:07:46,0.289,0.828,0.449,0,1,0,1
2018-12-10 19:07:47,0.297,0.82,0.453,0,1,0,1
2018-12-10 19:07:48,0.293,0.805,0.469,0,1,0,1
2018-12-10 19:07:49,0.332,0.723,0.461,0,1,0,1
2018-12-10 19:07:50,0.492,0.824,0.398,0,1,0,1
2018-12-10 19:07:51,0.641,0.629,0.387,0,1,0,1
2018-12-10 19:07:52,0.68,0.707,0.352,0,1,0,1
2018-12-10 19:07:53,0.668,0.727,0.441,0,1,0,1
2018-12-10 19:07:54,0.633,0.883,0.465,0,1,0,1
2018-12-10 19:07:55,0.699,0.445,0.258,0,1,0,1
2018-12-10 19:07:56,0.848,0.684,0.254,0,1,0,1
2018-12-10 19:07:57,0.781,0.73,0.355,0,1,0,1
2018-12-10 19:07:58,0.52,0.719,0.469,0,1,0,1
2018-12-10 19:07:59,0.566,0.656,0.438,0,1,0,1
2018-12-10 19:08:00,0.547,0.684,0.535,0,1,0,1
2018-12-10 19:08:01,0.555,0.773,0.457,0,1,0,1
2018-12-10 19:08:02,0.727,0.594,0.516,0,1,0,1
2018-12-10 19:08:03,0.188,0.52,0.402,0,1,0,1
2018-12-10 19:08:04,0.555,0.559,0.316,0,1,0,1
2018-12-10 19:08:05,0.691,0.543,0.355,0,1,0,1
2018-12-10 19:08:06,0.645,0.664,0.352,0,1,0,1
2018-12-10 19:08:07,0.645,0.605,0.355,0,1,0,1
2018-12-10 19:08:08,0.77,0.727,0.387,0,1,0,1
2018-12-10 19:08:09,0.703,0.559,0.469,0,1,0,1
2018-12-10 19:08:10,0.59,0.586,0.355,0,1,0,1
2018-12-10 19:08:11,0.449,0.758,0.199,0,1,0,1
2018-12-10 19:08:12,0.578,0.75,0.277,0,1,0,1
2018-12-10 19:08:13,0.539,0.797,0.238,0,1,0,1
2018-12-10 19:08:14,0.609,0.711,0.32,0,1,0,1
2018-12-10 19:08:15,0.609,0.848,0.289,0,1,0,1
2018-12-10 19:08:16,0.488,0.816,0.301,0,1,0,1
2018-12-10 19:08:17,0.742,0.719,0.332,0,1,0,1
2018-12-10 19:08:18,0.746,0.66,0.383,0,1,0,1
2018-12-10 19:08:19,0.316,0.703,0.398,0,1,0,1
2018-12-10 19:08:20,0.727,0.57,0.238,0,1,0,1
2018-12-10 19:08:21,0.965,0.492,0.316,0,1,0,1
2018-12-10 19:08:22,0.75,0.547,0.453,0,1,0,1
2018-12-10 19:08:23,0.688,0.664,0.34,0,1,0,1
2018-12-10 19:08:24,0.68,0.539,0.305,0,1,0,1
2018-12-10 19:08:25,0.664,0.688,0.281,0,1,0,1
2018-12-10 19:08:26,0.734,0.523,0.242,0,1,0,1
2018-12-10 19:08:27,1.031,0.273,0.223,0,1,0,1
2018-12-10 19:08:28,0.563,0.734,0.477,0,1,0,1
2018-12-10 19:08:29,0.406,0.844,0.363,0,1,0,1
2018-12-10 19:08:30,0.52,0.453,0.266,0,1,0,1
2018-12-10 19:08:31,1.055,0.559,0.387,0,1,0,1
2018-12-10 19:08:32,0.551,0.57,0.457,0,1,0,1
2018-12-10 19:08:33,1.191,0.48,0.387,0,1,0,1
2018-12-10 19:08:34,0.574,0.664,0.496,0,1,0,1
2018-12-10 19:08:35,0.586,0.617,0.402,0,1,0,1
2018-12-10 19:08:36,0.426,0.641,0.387,0,1,0,1
2018-12-10 19:08:37,0.551,0.656,0.363,0,1,0,1
2018-12-10 19:08:38,0.609,0.781,0.43,0,1,0,1
2018-12-10 19:08:39,0.703,0.68,0.418,0,1,0,1
2018-12-10 19:08:40,0.422,0.656,0.346,0,1,0,1
2018-12-10 19:08:41,0.59,0.645,0.273,0,1,0,1
2018-12-10 19:08:42,0.574,0.727,0.41,0,1,0,1
2018-12-10 19:08:43,0.578,0.75,0.348,0,1,0,1
2018-12-10 19:08:44,1.723,-0.289,1.27,0,1,0,1
2018-12-10 19:08:45,0.605,0.672,0.484,0,1,0,1
2018-12-10 19:08:46,1.156,0.395,0.504,0,1,0,1
2018-12-10 19:08:47,0.727,0.621,0.387,0,1,0,1
2018-12-10 19:08:48,0.621,0.578,0.285,0,1,0,1
2018-12-10 19:08:49,0.539,0.695,0.398,0,1,0,1
2018-12-10 19:08:50,0.574,0.695,0.344,0,1,0,1
2018-12-10 19:08:51,0.543,0.652,0.289,0,1,0,1
2018-12-10 19:08:52,0.758,0.605,0.359,0,1,0,1
2018-12-10 19:08:53,0.676,0.566,0.418,0,1,0,1
2018-12-10 19:08:54,0.586,0.656,0.402,0,1,0,1
2018-12-10 19:08:55,0.734,0.617,0.316,0,1,0,1
2018-12-10 19:08:56,0.477,0.598,0.309,0,1,0,1
2018-12-10 19:08:57,0.672,0.691,0.348,0,1,0,1
2018-12-10 19:08:58,0.641,0.648,0.512,0,1,0,1
2018-12-10 19:08:59,0.625,0.621,0.52,0,1,0,1
2018-12-10 19:09:00,0.543,0.664,0.445,0,1,0,1
2018-12-10 19:09:01,0.574,0.527,0.504,0,0,1,1
2018-12-10 19:09:02,0.406,0.754,0.445,0,0,1,1
2018-12-10 19:09:03,0.43,0.594,0.484,0,0,1,1
2018-12-10 19:09:04,0.484,0.672,0.52,0,0,1,1
2018-12-10 19:09:05,0.57,0.543,0.582,0,0,1,1
2018-12-10 19:09:06,0.73,0.684,0.523,0,0,1,1
2018-12-10 19:09:07,0.449,0.629,0.375,0,0,1,1
2018-12-10 19:09:08,1.129,0.324,0.445,0,0,1,1
2018-12-10 19:09:09,0.617,0.633,0.496,0,0,1,1
2018-12-10 19:09:10,0.625,0.602,0.492,0,0,1,1
2018-12-10 19:09:11,0.578,0.629,0.434,0,1,0,1
2018-12-10 19:09:12,0.41,0.727,0.473,0,1,0,1
2018-12-10 19:09:13,0.43,0.68,0.516,0,1,0,1
2018-12-10 19:09:14,0.859,0.441,0.488,0,1,0,1
2018-12-10 19:09:15,0.281,0.594,0.52,0,1,0,1
2018-12-10 19:09:16,0.418,0.68,0.547,0,1,0,1
2018-12-10 19:09:17,0.559,0.551,0.383,0,1,0,1
2018-12-10 19:09:18,0.441,0.668,0.563,0,1,0,1
2018-12-10 19:09:19,0.48,1.012,0.348,0,1,0,1
2018-12-10 19:09:20,0.406,0.844,0.336,0,1,0,1
2018-12-10 19:09:21,0.586,0.535,0.375,0,1,0,1
2018-12-10 19:09:22,0.504,0.711,0.469,0,1,0,1
2018-12-10 19:09:23,0.457,0.699,0.336,0,1,0,1
2018-12-10 19:09:24,0.648,0.676,0.34,0,1,0,1
2018-12-10 19:09:25,0.832,0.629,0.391,0,1,0,1
2018-12-10 19:09:26,0.68,0.578,0.422,0,1,0,1
2018-12-10 19:09:27,0.527,0.773,0.477,0,1,0,1
2018-12-10 19:09:28,0.684,0.672,0.309,0,1,0,1
2018-12-10 19:09:29,0.473,0.648,0.371,0,1,0,1
2018-12-10 19:09:30,0.703,0.594,0.516,0,1,0,1
2018-12-10 19:09:31,0.48,0.637,0.402,0,1,0,1
2018-12-10 19:09:32,0.426,0.586,0.445,0,1,0,1
2018-12-10 19:09:33,0.652,0.691,0.488,0,1,0,1
2018-12-10 19:09:34,0.672,0.566,0.305,0,1,0,1
2018-12-10 19:09:35,0.719,0.609,0.406,0,1,0,1
2018-12-10 19:09:36,0.586,0.551,0.484,0,1,0,1
2018-12-10 19:09:37,0.531,0.746,0.426,0,1,0,1
2018-12-10 19:09:38,0.734,0.699,0.371,0,1,0,1
2018-12-10 19:09:39,0.344,0.84,0.395,0,1,0,1
2018-12-10 19:09:40,0.602,0.594,0.434,0,1,0,1
2018-12-10 19:09:41,0.863,0.527,0.418,0,1,0,1
2018-12-10 19:09:42,0.645,0.531,0.441,0,1,0,1
2018-12-10 19:09:43,0.477,0.641,0.438,0,1,0,1
2018-12-10 19:09:44,0.68,0.5,0.391,0,1,0,1
2018-12-10 19:09:45,0.859,0.625,0.266,0,1,0,1
2018-12-10 19:09:46,0.703,0.633,0.23,0,1,0,1
2018-12-10 19:09:47,0.855,0.477,0.125,0,1,0,1
2018-12-10 19:09:48,0.734,0.605,0.27,0,1,0,1
2018-12-10 19:09:49,0.613,0.648,0.453,0,1,0,1
2018-12-10 19:09:50,0.633,0.75,0.363,0,1,0,1
2018-12-10 19:09:51,0.57,0.684,0.367,0,1,0,1
2018-12-10 19:09:52,0.453,0.75,0.379,0,1,0,1
2018-12-10 19:09:53,0.656,0.602,0.41,0,1,0,1
2018-12-10 19:09:54,0.59,0.695,0.512,0,1,0,1
2018-12-10 19:09:55,0.621,0.641,0.359,0,1,0,1
2018-12-10 19:09:56,0.801,0.516,0.418,0,1,0,1
2018-12-10 19:09:57,0.691,0.477,0.455,0,1,0,1
2018-12-10 19:09:58,0.555,0.582,0.492,0,1,0,1
2018-12-10 19:09:59,0.434,0.703,0.379,0,1,0,1
2018-12-10 19:10:00,0.598,0.73,0.379,0,1,0,1
2018-12-10 19:10:01,0.512,0.813,0.336,0,1,0,1
2018-12-10 19:10:02,0.531,0.496,0.309,0,1,0,1
2018-12-10 19:10:03,0.668,0.609,0.324,0,1,0,1
2018-12-10 19:10:04,0.602,0.656,0.531,0,1,0,1
2018-12-10 19:10:05,0.535,0.48,0.496,0,1,0,1
2018-12-10 19:10:06,0.52,0.719,0.438,0,1,0,1
2018-12-10 19:10:07,0.594,0.516,0.332,0,1,0,1
2018-12-10 19:10:08,0.766,0.539,0.531,0,1,0,1
2018-12-10 19:10:09,0.645,0.664,0.328,0,1,0,1
2018-12-10 19:10:10,0.766,0.656,0.527,0,1,0,1
2018-12-10 19:10:11,0.563,0.664,0.438,0,0,1,0
2018-12-10 19:10:12,0.461,0.664,0.375,0,0,1,0
2018-12-10 19:10:13,0.531,0.691,0.41,0,0,1,0
2018-12-10 19:10:14,0.523,0.672,0.406,0,0,1,0
2018-12-10 19:10:15,0.527,0.656,0.43,0,0,1,0
2018-12-10 19:10:16,0.514,0.652,0.32,0,0,1,0
2018-12-10 19:10:17,0.5,0.602,0.527,0,0,1,0
2018-12-10 19:10:18,0.367,1.035,0.395,0,0,1,0
2018-12-10 19:10:19,0.47,0.641,0.215,0,0,1,0
2018-12-10 19:10:20,0.574,0.844,0.473,0,0,1,0
2018-12-10 19:10:21,0.426,0.973,0.457,0,0,1,0
2018-12-10 19:10:22,0.773,0.566,0.395,0,0,1,0
2018-12-10 19:10:23,0.008,1.27,0.457,0,0,1,0
2018-12-10 19:10:24,0.395,0.492,0.408,0,0,1,0
2018-12-10 19:10:25,0.48,0.57,0.359,0,0,1,0
2018-12-10 19:10:26,0.406,1.008,0.469,0,0,1,0
2018-12-10 19:10:27,0.758,0.574,0.465,0,0,1,0
2018-12-10 19:10:28,0.336,0.379,0.383,0,0,1,0
2018-12-10 19:10:29,0.09,1.016,0.711,0,0,1,0
2018-12-10 19:10:30,0.09,0.352,0.215,0,0,1,0
2018-12-10 19:10:31,-0.156,1.297,0.609,0,0,1,0
2018-12-10 19:10:32,-0.051,0.258,0.035,0,0,1,0
2018-12-10 19:10:33,-0.035,1.102,0.48,0,0,1,0
2018-12-10 19:10:34,0.223,0.953,0.465,0,0,1,0
2018-12-10 19:10:35,0.121,0.98,0.082,0,0,1,0
2018-12-10 19:10:36,0.121,0.918,0.41,0,0,1,0
2018-12-10 19:10:37,0.184,0.773,0.332,0,0,1,0
2018-12-10 19:10:38,0.281,0.82,0.441,0,0,1,0
2018-12-10 19:10:39,0.18,0.844,0.316,0,0,1,0
2018-12-10 19:10:40,0.195,0.93,0.383,0,0,1,0
2018-12-10 19:10:41,0.07,0.984,0.441,0,1,0,0
2018-12-10 19:10:42,0.031,0.84,0.504,0,1,0,0
2018-12-10 19:10:43,0.039,0.828,0.414,0,1,0,0
2018-12-10 19:10:44,-0.055,0.668,0.281,0,1,0,0
2018-12-10 19:10:45,0.023,0.727,0.324,0,1,0,0
2018-12-10 19:10:46,-0.102,0.547,0.203,0,1,0,0
2018-12-10 19:10:47,0.043,0.699,0.211,0,1,0,0
2018-12-10 19:10:48,0.063,1.211,0.465,0,1,0,0
2018-12-10 19:10:49,0.285,0.801,0.457,0,1,0,0
2018-12-10 19:10:50,0.234,0.887,0.449,0,1,0,0
2018-12-10 19:10:51,0.203,0.895,0.422,0,1,0,0
2018-12-10 19:10:52,0.172,0.895,0.418,0,1,0,0
2018-12-10 19:10:53,0.094,0.859,0.371,0,1,0,0
2018-12-10 19:10:54,0.105,0.855,0.48,0,1,0,0
2018-12-10 19:10:55,0.078,0.867,0.488,0,1,0,0
2018-12-10 19:10:56,0.121,0.863,0.438,0,1,0,0
2018-12-10 19:10:57,0.086,0.867,0.441,0,1,0,0
2018-12-10 19:10:58,0.074,0.887,0.461,0,1,0,0
2018-12-10 19:10:59,0.051,0.879,0.449,0,1,0,0
2018-12-10 19:11:00,0.066,0.863,0.465,0,1,0,0
2018-12-10 19:11:01,0.078,0.852,0.449,0,1,0,0
2018-12-10 19:11:02,0.023,0.871,0.441,0,1,0,0
2018-12-10 19:11:03,0.094,0.898,0.461,0,1,0,0
2018-12-10 19:11:04,-0.07,0.914,0.461,0,1,0,0
2018-12-10 19:11:05,-0.012,0.902,0.379,0,1,0,0
2018-12-10 19:11:06,-0.031,0.844,0.512,0,1,0,0
2018-12-10 19:11:07,0.02,0.891,0.512,0,1,0,0
2018-12-10 19:11:08,0.082,0.887,0.52,0,1,0,0
2018-12-10 19:11:09,0.242,0.844,0.395,0,1,0,0
2018-12-10 19:11:10,0.133,0.844,0.32,0,1,0,0
2018-12-10 19:11:11,0.094,0.828,0.477,0,1,0,0
2018-12-10 19:11:12,0.102,0.703,0.422,0,1,0,0
2018-12-10 19:11:13,0.363,0.715,0.551,0,1,0,0
2018-12-10 19:11:14,0.297,0.801,0.488,0,1,0,0
2018-12-10 19:11:15,0.242,0.832,0.453,0,1,0,0
2018-12-10 19:11:16,0.375,0.719,0.414,0,1,0,0
2018-12-10 19:11:17,0.367,0.727,0.465,0,1,0,0
2018-12-10 19:11:18,0.355,0.797,0.574,0,1,0,0
2018-12-10 19:11:19,0.301,0.797,0.523,0,1,0,0
2018-12-10 19:11:20,0.23,0.824,0.477,0,1,0,0
2018-12-10 19:11:21,0.984,0.602,0.426,0,1,0,1
2018-12-10 19:11:22,0.746,0.652,0.35,0,1,0,1
2018-12-10 19:11:23,0.66,0.699,0.273,0,1,0,1
2018-12-10 19:11:24,0.695,0.727,0.242,0,1,0,1
2018-12-10 19:11:25,0.617,0.719,0.406,0,1,0,1
2018-12-10 19:11:26,0.551,0.703,0.398,0,1,0,1
2018-12-10 19:11:27,0.605,0.688,0.398,0,1,0,1
2018-12-10 19:11:28,0.547,0.813,0.484,0,1,0,1
2018-12-10 19:11:29,0.609,0.688,0.441,0,1,0,1
2018-12-10 19:11:30,0.77,0.73,0.52,0,1,0,1
2018-12-10 19:11:31,0.748,0.438,0.484,0,1,0,1
2018-12-10 19:11:32,0.727,0.555,0.434,0,1,0,1
2018-12-10 19:11:33,0.961,0.414,0.398,0,1,0,1
2018-12-10 19:11:34,0.57,0.59,0.398,0,1,0,1
2018-12-10 19:11:35,0.664,0.574,0.414,0,1,0,1
2018-12-10 19:11:36,0.848,0.605,0.27,0,1,0,1
2018-12-10 19:11:37,1.016,0.34,0.219,0,1,0,1
2018-12-10 19:11:38,0.75,0.559,0.152,0,1,0,1
2018-12-10 19:11:39,1.02,0.512,0.461,0,1,0,1
