x,y,z,sitting,standing,walking,grazing
-0.309,0.801,0.539,0,1,0,0
-0.293,0.801,0.535,0,1,0,0
-0.301,0.793,0.535,0,1,0,0
-0.305,0.793,0.531,0,1,0,0
-0.309,0.805,0.535,0,1,0,0
-0.305,0.801,0.539,0,1,0,0
-0.297,0.824,0.531,0,1,0,0
-0.301,0.813,0.539,0,1,0,0
-0.293,0.813,0.535,0,1,0,0
-0.305,0.797,0.535,0,1,0,0
-0.316,0.801,0.52,0,1,0,0
-0.309,0.813,0.52,0,1,0,0
-0.301,0.805,0.516,0,1,0,0
-0.293,0.809,0.504,0,1,0,0
-0.312,0.82,0.504,0,1,0,0
-0.309,0.828,0.508,0,1,0,0
-0.324,0.816,0.52,0,1,0,0
-0.312,0.816,0.516,0,1,0,0
-0.316,0.816,0.512,0,1,0,0
-0.309,0.809,0.504,0,1,0,0
-0.312,0.813,0.508,0,1,0,0
-0.316,0.816,0.508,0,1,0,0
-0.32,0.801,0.504,0,1,0,0
-0.328,0.801,0.504,0,1,0,0
-0.336,0.801,0.504,0,1,1,0
-0.34,0.793,0.578,0,1,1,0
-0.23,0.91,0.477,0,1,1,0
-0.289,0.793,0.57,0,1,1,0
-0.316,0.762,0.578,0,1,1,0
-0.309,0.762,0.598,0,1,1,0
-0.297,0.754,0.578,0,1,1,0
-0.32,0.754,0.598,0,1,1,0
-0.293,0.766,0.598,0,1,1,0
-0.266,0.887,0.473,0,1,1,0
-0.285,0.832,0.531,0,1,1,0
-0.285,0.805,0.539,0,1,1,0
-0.309,0.801,0.527,0,1,1,0
-0.301,0.809,0.531,0,1,1,0
-0.094,0.797,0.512,0,1,1,0
0.051,0.969,0.516,0,1,1,0
0.008,0.695,0.617,0,1,1,0
-0.145,0.777,0.5,0,1,1,0
-0.258,0.824,0.477,0,1,1,0
-0.297,0.801,0.516,0,1,1,0
-0.316,0.805,0.504,0,1,1,0
-0.387,0.719,0.516,0,1,1,0
-0.355,0.809,0.52,0,1,1,0
-0.355,0.813,0.504,0,1,1,0
-0.367,0.805,0.5,0,1,1,0
-0.352,0.789,0.484,0,1,1,0
-0.359,0.805,0.488,0,1,1,0
-0.363,0.816,0.496,0,1,1,0
-0.375,0.809,0.484,0,1,1,0
-0.395,0.82,0.492,0,1,1,0
-0.324,0.746,0.492,0,1,1,1
0.449,0.719,0.672,0,1,1,1
0.145,0.785,0.531,0,1,1,1
0.547,0.625,0.605,0,1,1,1
0.328,0.848,0.484,0,1,1,1
0.363,0.832,0.668,0,1,1,1
0.148,0.84,0.617,0,1,1,1
0.246,0.813,0.453,0,1,1,1
0.535,0.582,0.418,0,1,1,1
0.492,0.77,0.559,0,1,1,1
0.145,0.84,0.617,0,1,1,1
0.375,0.641,0.504,0,1,1,1
0.566,0.555,0.41,0,1,1,1
0.422,0.613,0.445,0,1,1,1
0.301,0.734,0.367,0,1,1,1
0.68,0.605,0.582,0,1,1,1
0.574,0.699,0.445,0,1,1,1
0.465,0.781,0.457,0,1,1,1
0.203,0.75,0.371,0,1,1,1
0.559,0.707,0.258,0,1,1,1
0.523,0.762,0.551,0,1,1,1
0.535,0.527,0.398,0,1,1,1
0.289,0.516,0.332,0,1,1,1
0.727,0.75,0.555,0,1,1,1
0.348,0.672,0.477,0,1,1,1
0.621,0.566,0.605,0,1,1,1
0.645,0.879,0.355,0,1,1,1
0.648,0.41,0.438,0,1,1,1
0.543,0.609,0.727,0,1,1,1
0.559,0.555,0.531,0,1,1,1
1.004,0.41,0.566,0,1,0,1
0.762,0.574,0.445,0,1,0,1
0.363,0.59,0.25,0,1,0,1
0.543,0.656,0.457,0,1,0,1
0.902,0.563,0.5,0,1,0,1
0.586,0.535,0.402,0,1,0,1
0.914,0.629,0.457,0,1,0,1
0.234,0.492,0.375,0,1,0,1
0.707,0.492,0.379,0,1,0,1
0.727,0.832,0.402,0,1,0,1
0.969,0.863,0.637,0,1,1,1
0.441,0.746,0.453,0,1,1,1
0.055,0.605,0.23,0,1,1,1
0.59,0.578,0.707,0,1,1,1
0.438,0.727,0.422,0,1,1,1
0.461,0.516,0.449,0,1,1,1
0.773,0.801,0.461,0,1,1,1
0.852,0.625,0.523,0,1,1,1
0.762,0.699,0.16,0,1,1,1
0.641,0.301,0.637,0,1,1,1
0.785,0.723,0.531,0,1,0,1
0.941,0.203,0.691,0,1,0,1
0.801,0.504,0.676,0,1,0,1
0.594,0.828,0.547,0,1,0,1
1.125,0.5,0.395,0,1,0,1
0.629,0.668,0.359,0,1,0,1
0.391,0.711,0.469,0,1,0,1
0.805,0.758,0.434,0,1,0,1
0.66,0.684,0.672,0,1,0,1
0.367,0.559,0.371,0,1,0,1
0.809,0.504,0.25,0,1,1,1
0.68,0.625,0.465,0,1,1,1
0.531,0.527,0.262,0,1,1,1
0.313,0.629,0.336,0,1,1,1
1.055,0.902,0.508,0,1,1,1
0.605,0.5,0.266,0,1,1,1
0.625,0.578,0.492,0,1,1,1
0.773,0.543,0.598,0,1,1,1
0.754,0.84,0.488,0,1,1,1
0.543,0.469,0.277,0,1,1,1
0.461,0.715,0.473,0,1,1,1
0.586,0.727,0.32,0,1,1,1
0.43,0.508,0.48,0,1,1,1
0.5,0.691,0.445,0,1,1,1
0.859,0.758,0.633,0,1,1,1
0.82,0.371,0.48,0,1,1,1
0.574,0.531,0.473,0,1,1,1
0.266,0.555,0.406,0,1,1,1
0.895,0.512,0.625,0,1,1,1
0.527,0.641,0.57,0,1,1,1
0.57,0.66,0.484,0,1,1,1
0.574,0.688,0.414,0,1,1,1
0.531,0.652,0.398,0,1,1,1
0.492,0.746,0.531,0,1,1,1
0.578,0.613,0.605,0,1,1,1
0.949,0.488,0.691,0,1,1,1
0.484,0.773,0.336,0,1,1,1
0.836,0.848,0.594,0,1,1,1
0.324,0.516,0.367,0,1,1,1
0.715,0.559,0.496,0,1,1,1
0.07,0.785,0.621,0,1,1,1
-0.371,0.828,0.508,0,1,1,1
-0.297,0.949,0.551,0,1,1,1
-0.172,0.805,0.582,0,1,1,1
-0.254,0.793,0.422,0,1,1,1
0.25,0.723,0.34,0,1,1,1
0.754,0.746,0.441,0,1,1,1
0.277,0.605,0.398,0,1,1,1
0.031,0.688,0.668,0,1,1,1
-0.441,0.805,0.695,0,1,1,1
-0.344,0.852,0.445,0,1,0,1
-0.367,0.809,0.496,0,1,0,1
-0.344,0.816,0.488,0,1,0,1
0.094,0.648,0.43,0,1,0,1
0.453,0.75,0.277,0,1,0,1
0.641,0.574,0.465,0,1,0,1
0.691,0.527,0.504,0,1,0,1
0.645,0.531,0.441,0,1,0,1
0.375,0.738,0.531,0,1,0,1
0.586,0.516,0.48,0,1,0,1
0.484,0.555,0.484,0,1,1,1
0.508,0.602,0.484,0,1,1,1
0.555,0.734,0.5,0,1,1,1
0.695,0.617,0.527,0,1,1,1
0.488,0.625,0.496,0,1,1,1
0.805,0.398,0.469,0,1,1,1
0.684,0.703,0.32,0,1,1,1
0.535,0.645,0.43,0,1,1,1
0.457,0.668,0.602,0,1,1,1
0.648,0.438,0.504,0,1,1,1
0.559,0.641,0.625,0,1,0,1
0.414,0.641,0.59,0,1,0,1
0.719,0.531,0.598,0,1,0,1
0.625,0.594,0.559,0,1,0,1
0.621,0.621,0.563,0,1,0,1
0.559,0.488,0.484,0,1,0,1
0.648,0.547,0.387,0,1,0,1
0.617,0.656,0.445,0,1,0,1
0.477,0.621,0.512,0,1,0,1
0.777,0.645,0.367,0,1,0,1
0.578,0.617,0.402,0,1,0,1
0.703,0.426,0.559,0,1,0,1
0.504,0.59,0.531,0,1,0,1
0.715,0.527,0.527,0,1,0,1
0.309,0.637,0.555,0,1,0,1
0.508,0.578,0.621,0,1,0,1
0.191,0.742,0.453,0,1,0,1
0.816,0.563,0.641,0,1,0,1
0.77,0.48,0.586,0,1,0,1
0.66,0.496,0.461,0,1,0,1
0.684,0.434,0.336,0,1,0,1
0.629,0.664,0.293,0,1,0,1
0.871,0.508,0.438,0,1,0,1
0.586,0.676,0.449,0,1,0,1
0.648,0.617,0.438,0,1,0,1
0.422,0.793,0.449,0,1,0,1
0.543,0.695,0.449,0,1,0,1
0.496,0.723,0.367,0,1,0,1
0.551,0.68,0.355,0,1,0,1
0.582,0.68,0.352,0,1,0,1
0.785,0.602,0.363,0,1,0,1
0.41,0.828,0.309,0,1,0,1
0.648,0.598,0.422,0,1,0,1
0.5,0.637,0.465,0,1,0,1
0.77,0.605,0.398,0,1,0,1
0.598,0.676,0.348,0,1,0,1
0.824,0.543,0.25,0,1,0,1
0.648,0.59,0.375,0,1,0,1
0.719,0.52,0.363,0,1,0,1
0.789,0.48,0.414,0,1,0,1
0.605,0.707,0.242,0,1,1,1
0.691,0.676,0.297,0,1,1,1
0.664,0.719,0.34,0,1,1,1
0.613,0.477,0.578,0,1,1,1
0.555,0.742,0.477,0,1,1,1
0.387,0.875,0.398,0,1,1,1
0.699,0.535,0.559,0,1,1,1
0.824,0.508,0.555,0,1,1,1
0.43,0.742,0.543,0,1,1,1
0.207,0.809,0.449,0,1,1,1
0.348,0.773,0.438,0,0,1,0
-0.23,0.734,0.387,0,0,1,0
-0.141,0.949,0.555,0,0,1,0
-0.281,0.848,0.434,0,0,1,0
0.148,0.988,0.512,0,0,1,0
-0.129,0.938,0.672,0,0,1,0
-0.445,0.293,0.281,0,0,1,0
-0.027,1.281,0.477,0,0,1,0
0.043,1.012,0.672,0,0,1,0
-0.09,0.988,0.629,0,0,1,0
-0.039,0.68,0.504,0,0,1,0
-0.469,0.676,0.242,0,0,1,0
-0.523,0.953,0.602,0,0,1,0
0.105,1.063,0.773,0,0,1,0
-0.098,0.766,0.496,0,0,1,0
-0.141,0.781,0.645,0,0,1,0
0.223,0.598,0.703,0,0,1,0
-0.207,0.754,0.43,0,0,1,0
-0.324,0.527,0.305,0,0,1,0
-0.391,0.84,0.48,0,0,1,0
-0.055,0.902,0.703,0,1,1,0
0.016,0.965,0.707,0,1,1,0
-0.141,0.938,0.715,0,1,1,0
0.086,1.008,0.789,0,1,1,0
-0.199,0.977,0.734,0,1,1,0
-0.145,0.801,0.605,0,1,1,0
-0.086,0.68,0.445,0,1,1,0
-0.187,0.559,0.371,0,1,1,0
-0.637,0.566,0.383,0,1,1,0
-0.437,0.859,0.613,0,1,1,0
-0.062,1.176,0.57,0,1,1,0
-0.043,1.219,0.508,0,1,1,0
-0.32,0.805,0.5,0,1,1,0
-0.309,0.82,0.535,0,1,1,0
-0.297,0.824,0.539,0,1,1,0
-0.289,0.801,0.539,0,1,1,0
-0.281,0.793,0.563,0,1,1,0
-0.402,0.91,0.5,0,1,1,0
-0.586,0.797,0.414,0,1,1,0
0.012,1.168,0.645,0,1,1,0
-0.16,0.75,0.492,0,1,1,0
-0.102,0.879,0.508,0,1,1,0
-0.082,0.777,0.465,0,1,1,0
-0.117,0.754,0.555,0,1,1,0
-0.305,0.793,0.512,0,1,1,0
-0.137,0.898,0.438,0,1,1,0
-0.25,0.84,0.496,0,1,1,0
-0.246,0.844,0.504,0,1,1,0
-0.207,0.75,0.539,0,1,1,0
-0.098,0.957,0.738,0,1,1,0
-0.273,0.785,0.617,0,1,0,0
-0.195,0.828,0.605,0,1,0,0
-0.199,0.797,0.492,0,1,0,0
-0.25,0.824,0.508,0,1,0,0
-0.27,0.832,0.52,0,1,0,0
-0.277,0.824,0.512,0,1,0,0
-0.301,0.828,0.492,0,1,0,0
-0.309,0.824,0.5,0,1,0,0
-0.285,0.801,0.48,0,1,0,0
-0.309,0.832,0.504,0,1,0,0
-0.344,0.828,0.383,0,1,1,0
-0.371,0.836,0.465,0,1,1,0
-0.375,0.809,0.461,0,1,1,0
-0.391,0.816,0.469,0,1,1,0
-0.312,0.816,0.5,0,1,1,0
-0.371,0.754,0.574,0,1,1,0
-0.168,0.844,0.684,0,1,1,0
-0.293,0.797,0.371,0,1,1,0
0.129,0.965,0.652,0,1,1,0
0.273,0.914,0.508,0,1,1,0
-0.102,0.898,0.512,0,1,0,0
-0.555,0.66,0.402,0,1,0,0
-0.395,0.824,0.426,0,1,0,0
-0.371,0.801,0.469,0,1,0,0
-0.355,0.82,0.473,0,1,0,0
-0.352,0.828,0.477,0,1,0,0
-0.375,0.809,0.469,0,1,0,0
-0.367,0.813,0.465,0,1,0,0
-0.379,0.824,0.488,0,1,0,0
-0.387,0.824,0.465,0,1,0,0
-0.344,0.805,0.5,0,1,0,0
-0.445,0.773,0.492,0,1,0,0
-0.367,0.75,0.543,0,1,0,0
-0.383,0.785,0.504,0,1,0,0
-0.348,0.773,0.551,0,1,0,0
-0.355,0.789,0.535,0,1,0,0
-0.371,0.777,0.527,0,1,0,0
-0.344,0.793,0.535,0,1,0,0
-0.352,0.793,0.531,0,1,0,0
-0.344,0.781,0.527,0,1,0,0
-0.348,0.797,0.52,0,1,1,0
-0.371,0.797,0.527,0,1,1,0
-0.336,0.762,0.594,0,1,1,0
-0.352,0.789,0.547,0,1,1,0
-0.332,0.828,0.5,0,1,1,0
-0.332,0.809,0.5,0,1,1,0
-0.398,0.824,0.531,0,1,1,0
-0.355,0.793,0.477,0,1,1,0
-0.367,0.797,0.484,0,1,1,0
-0.379,0.793,0.492,0,1,1,0
-0.391,0.809,0.477,0,0,1,0
-0.332,0.793,0.453,0,0,1,0
-0.367,0.855,0.422,0,0,1,0
-0.133,0.918,0.434,0,0,1,0
-0.137,0.832,0.473,0,0,1,0
-0.223,0.82,0.504,0,0,1,0
-0.184,0.676,0.367,0,0,1,0
-0.832,0.781,0.324,0,0,1,0
-0.285,1.082,0.762,0,0,1,0
-0.184,0.887,0.633,0,0,1,0
-0.5,0.539,0.316,0,0,1,0
-0.035,1.176,0.656,0,0,1,0
-0.312,0.648,0.414,0,0,1,0
-0.293,0.82,0.512,0,0,1,0
-0.145,0.734,0.477,0,0,1,0
-1.023,0.594,-0.047,0,0,1,0
-0.176,0.852,0.512,0,0,1,0
-0.473,0.516,0.711,0,0,1,0
-0.629,0.664,0.297,0,0,1,0
0.238,1.109,0.699,0,0,1,0
-0.219,1.074,0.715,0,0,1,0
-1.086,0.445,0.406,0,0,1,0
0.113,0.965,0.633,0,0,1,0
-1.113,1.02,0.387,0,0,1,0
-0.152,0.77,0.453,0,0,1,0
0.195,1.297,1.063,0,0,1,0
-0.656,0.762,0.555,0,0,1,0
-1.133,0.652,0.359,0,0,1,0
-0.883,0.688,0.242,0,0,1,0
-1.234,0.488,0.527,0,0,1,0
-1.02,0.449,0.289,0,1,1,0
-0.535,1.465,1.078,0,1,1,0
1.258,0.645,0.641,0,1,1,0
0.008,0.465,0.039,0,1,1,0
-0.832,0.949,0.512,0,1,1,0
-0.207,1.313,0.477,0,1,1,0
-0.105,0.801,0.602,0,1,1,0
-0.273,0.746,0.605,0,1,1,0
-0.066,0.691,0.445,0,1,1,0
-0.953,0.871,0.887,0,1,1,0
0.008,0.563,0.465,0,0,1,0
0.172,0.949,0.664,0,0,1,0
0.023,0.766,0.453,0,0,1,0
-0.152,1.074,0.902,0,0,1,0
0.223,0.789,0.496,0,0,1,0
-0.141,0.801,0.563,0,0,1,0
-0.137,0.824,0.555,0,0,1,0
-0.152,0.816,0.555,0,0,1,0
-0.484,0.809,0.531,0,0,1,0
-0.117,0.82,0.563,0,0,1,0
-0.18,0.781,0.473,0,0,1,0
-0.195,0.789,0.551,0,0,1,0
-0.141,0.82,0.566,0,0,1,0
-0.176,0.758,0.547,0,0,1,0
-0.289,0.965,0.629,0,0,1,0
-0.406,0.688,0.41,0,0,1,0
0.141,0.973,0.559,0,0,1,0
-0.629,0.551,0.492,0,0,1,0
-0.246,1.137,0.699,0,0,1,0
0.02,0.316,0.098,0,0,1,0
-0.355,0.797,0.516,0,1,1,0
-0.484,0.934,0.516,0,1,1,0
-0.398,0.605,0.293,0,1,1,0
0.227,0.797,0.5,0,1,1,0
-1.57,1.473,0.746,0,1,1,0
0.34,0.293,0.184,0,1,1,0
-0.121,0.777,0.402,0,1,1,0
0.391,0.336,0.195,0,1,1,0
0.621,0.773,0.52,0,1,1,0
-0.285,0.82,0.52,0,1,1,0
-0.008,1.203,0.16,0,1,0,0
-0.238,0.762,0.59,0,1,0,0
-0.242,0.801,0.566,0,1,0,0
-0.77,0.953,1.066,0,1,0,0
-0.281,0.793,0.523,0,1,0,0
-0.199,0.93,0.434,0,1,0,0
-0.035,0.965,0.426,0,1,0,0
-0.242,0.863,0.512,0,1,0,0
-0.246,0.824,0.535,0,1,0,0
-0.234,0.848,0.539,0,1,0,0
-0.23,0.871,0.504,0,1,0,0
-0.23,0.816,0.547,0,1,0,0
-0.238,0.824,0.559,0,1,0,0
-0.238,0.809,0.555,0,1,0,0
-0.238,0.672,0.73,0,1,0,0
-0.266,0.824,0.516,0,1,0,0
-0.262,0.707,0.738,0,1,0,0
-0.301,0.75,0.598,0,1,0,0
-0.199,0.73,0.664,0,1,0,0
-0.223,0.805,0.594,0,1,0,0
-0.234,0.762,0.621,0,1,0,0
-0.238,0.766,0.625,0,1,0,0
-0.203,0.738,0.633,0,1,0,0
-0.195,0.75,0.637,0,1,0,0
-0.234,0.758,0.637,0,1,0,0
-0.254,0.891,0.512,0,1,0,0
-0.078,0.801,0.547,0,1,0,0
-0.18,0.879,0.465,0,1,0,0
-0.535,0.434,0.867,0,1,0,0
-0.23,0.801,0.547,0,1,0,0
-0.23,0.809,0.543,0,1,1,0
-0.227,0.801,0.57,0,1,1,0
0.051,0.938,0.43,0,1,1,0
-0.109,0.742,0.703,0,1,1,0
-0.129,0.852,0.48,0,1,1,0
-0.289,0.719,0.652,0,1,1,0
-0.234,0.816,0.555,0,1,1,0
-0.055,0.953,0.418,0,1,1,0
-0.27,0.801,0.551,0,1,1,0
-0.266,0.813,0.543,0,1,1,0
-0.277,0.816,0.555,0,1,0,0
-0.211,0.773,0.52,0,1,0,0
-0.164,0.766,0.598,0,1,0,0
-0.062,0.902,0.617,0,1,0,0
-0.187,0.75,0.406,0,1,0,0
-0.133,0.82,0.625,0,1,0,0
-0.359,0.77,0.512,0,1,0,0
-0.215,0.777,0.531,0,1,0,0
-0.242,0.797,0.543,0,1,0,0
-0.199,0.801,0.547,0,1,0,0
-0.238,0.805,0.551,0,1,0,0
-0.238,0.809,0.555,0,1,0,0
-0.246,0.82,0.543,0,1,0,0
-0.262,0.824,0.551,0,1,0,0
-0.238,0.797,0.547,0,1,0,0
-0.23,0.797,0.547,0,1,0,0
-0.238,0.828,0.547,0,1,0,0
-0.258,0.816,0.555,0,1,0,0
-0.297,0.805,0.543,0,1,0,0
-0.25,0.816,0.551,0,1,0,0
-0.238,0.82,0.563,0,1,0,0
-0.266,0.82,0.543,0,1,0,0
-0.254,0.809,0.555,0,1,0,0
-0.223,0.789,0.559,0,1,0,0
-0.242,0.809,0.555,0,1,0,0
-0.234,0.813,0.547,0,1,0,0
-0.238,0.816,0.551,0,1,0,0
-0.246,0.805,0.559,0,1,0,0
-0.262,0.816,0.547,0,1,0,0
-0.254,0.809,0.559,0,1,0,0
-0.27,0.824,0.559,0,1,0,0
-0.18,0.867,0.512,0,1,0,0
-0.223,0.848,0.496,0,1,0,0
-0.227,0.891,0.469,0,1,0,0
-0.215,0.898,0.453,0,1,0,0
-0.238,0.871,0.488,0,1,0,0
-0.195,0.824,0.543,0,1,0,0
-0.207,0.82,0.578,0,1,0,0
-0.234,0.813,0.559,0,1,0,0
-0.23,0.801,0.547,0,1,0,0
-0.145,0.633,0.367,0,0,1,0
-0.078,0.672,0.414,0,0,1,0
-0.043,0.805,0.52,0,0,1,0
-0.109,0.676,0.445,0,0,1,0
-0.246,0.879,0.535,0,0,1,0
-0.102,1.0,0.602,0,0,1,0
-0.184,0.957,0.555,0,0,1,0
0.145,1.039,0.715,0,0,1,0
-0.051,1.066,0.633,0,0,1,0
-0.109,0.938,0.566,0,0,1,0
0.129,0.93,0.621,0,1,0,0
-0.062,0.934,0.516,0,1,0,0
-0.02,1.211,0.652,0,1,0,0
-0.223,0.895,0.586,0,1,0,0
-0.254,0.941,0.617,0,1,0,0
-0.301,0.914,0.578,0,1,0,0
-0.25,0.789,0.52,0,1,0,0
-0.293,0.816,0.504,0,1,0,0
-0.297,0.816,0.512,0,1,0,0
-0.32,0.82,0.504,0,1,0,0
-0.332,0.816,0.5,0,1,1,0
-0.281,0.875,0.516,0,1,1,0
-0.301,0.824,0.477,0,1,1,0
-0.285,0.84,0.52,0,1,1,0
-0.418,0.699,0.586,0,1,1,0
-0.105,0.906,0.512,0,1,1,0
-0.133,0.914,0.469,0,1,1,0
-0.23,0.836,0.527,0,1,1,0
-0.309,0.816,0.52,0,1,1,0
-0.293,0.816,0.531,0,1,1,0
-0.266,0.84,0.496,0,0,1,0
-0.293,0.805,0.543,0,0,1,0
-0.363,0.801,0.484,0,0,1,0
-0.332,0.824,0.504,0,0,1,0
-0.359,0.793,0.492,0,0,1,0
-0.316,0.809,0.496,0,0,1,0
-0.066,0.875,0.57,0,0,1,0
0.215,0.723,0.402,0,0,1,0
-0.09,0.746,0.352,0,0,1,0
0.055,0.68,0.387,0,0,1,0
-0.07,0.82,0.422,0,0,1,0
-0.137,0.738,0.309,0,0,1,0
-0.125,0.543,0.313,0,0,1,0
-0.102,0.594,0.352,0,0,1,0
-0.254,0.668,0.363,0,0,1,0
-0.141,0.73,0.402,0,0,1,0
-0.238,0.605,0.309,0,0,1,0
-0.57,0.895,0.313,0,0,1,0
-0.289,0.93,0.633,0,0,1,0
-0.023,1.043,0.734,0,0,1,0
0.957,0.766,0.539,0,1,0,1
-0.012,0.789,0.598,0,1,0,1
0.477,1.215,0.574,0,1,0,1
0.863,0.426,0.621,0,1,0,1
0.188,0.766,0.449,0,1,0,1
-0.133,0.578,0.484,0,1,0,1
0.273,0.828,0.605,0,1,0,1
0.352,0.387,0.703,0,1,0,1
0.016,1.043,0.609,0,1,0,1
0.973,0.871,0.57,0,1,0,1
0.539,0.824,0.426,0,1,1,1
0.438,0.602,0.359,0,1,1,1
0.719,0.539,0.27,0,1,1,1
0.449,0.75,0.547,0,1,1,1
0.527,0.695,0.426,0,1,1,1
0.414,1.016,0.352,0,1,1,1
0.695,0.707,0.387,0,1,1,1
0.34,0.707,0.52,0,1,1,1
1.367,0.082,0.355,0,1,1,1
0.473,0.34,0.512,0,1,1,1
0.461,0.738,0.574,0,1,0,1
0.719,0.652,0.273,0,1,0,1
0.289,0.645,0.543,0,1,0,1
0.391,0.988,0.43,0,1,0,1
0.914,0.695,0.516,0,1,0,1
0.293,0.758,0.438,0,1,0,1
0.484,0.465,0.285,0,1,0,1
0.488,0.613,0.355,0,1,0,1
0.844,0.637,0.367,0,1,0,1
0.188,0.711,0.438,0,1,0,1
0.586,0.605,0.422,0,1,0,1
0.738,0.629,0.52,0,1,0,1
0.469,0.676,0.402,0,1,0,1
0.008,1.254,0.801,0,1,0,1
-0.035,0.742,0.609,0,1,0,1
-0.027,0.859,0.605,0,1,0,1
0.895,0.469,0.449,0,1,0,1
0.219,0.219,0.383,0,1,0,1
0.801,0.566,0.461,0,1,0,1
0.504,0.629,0.27,0,1,0,1
-0.105,1.309,0.762,0,1,0,1
0.66,0.609,0.191,0,1,0,1
0.199,0.473,0.41,0,1,0,1
0.418,0.676,0.359,0,1,0,1
0.426,0.711,0.41,0,1,0,1
-0.203,0.867,0.523,0,1,0,1
0.492,0.676,0.551,0,1,0,1
0.551,0.582,0.469,0,1,0,1
0.801,0.984,0.656,0,1,0,1
-0.219,0.867,0.555,0,1,0,1
0.41,0.441,0.688,0,1,0,1
0.445,0.711,0.445,0,1,0,1
0.52,0.691,0.305,0,1,0,1
0.816,0.93,0.152,0,1,0,1
0.316,0.484,0.313,0,1,0,1
0.656,0.539,0.523,0,1,0,1
0.426,0.66,0.41,0,1,0,1
0.477,0.988,0.516,0,1,0,1
0.625,0.664,0.461,0,1,0,1
0.203,0.711,0.418,0,1,0,1
0.469,0.594,0.191,0,1,0,1
0.785,0.504,0.273,0,1,0,1
0.309,0.742,0.391,0,1,0,1
0.539,0.637,0.391,0,1,0,1
0.613,0.723,0.453,0,1,0,1
0.461,0.738,0.328,0,1,0,1
0.566,0.645,0.469,0,1,0,1
0.648,0.879,0.395,0,1,0,1
0.121,0.629,0.438,0,1,0,1
1.133,0.633,0.25,0,1,0,1
0.258,0.598,0.324,0,1,0,1
0.527,0.527,0.52,0,1,0,1
0.699,0.633,0.547,0,1,0,1
0.629,0.094,0.48,0,1,0,1
0.848,0.129,0.449,0,1,0,1
1.281,0.477,0.402,0,1,0,1
0.816,0.465,0.477,0,1,0,1
0.516,0.457,0.359,0,1,0,1
0.09,0.363,0.379,0,1,0,1
-0.215,0.824,0.965,0,1,0,1
-0.203,0.898,0.313,0,1,0,1
-0.227,0.941,0.461,0,1,0,1
-0.207,0.992,0.477,0,1,0,1
-0.199,0.973,0.52,0,1,0,1
-0.137,0.82,0.566,0,1,0,1
-0.211,0.809,0.605,0,1,0,1
-0.047,0.449,0.895,0,1,0,1
0.211,1.027,0.148,0,1,0,1
0.719,0.41,0.527,0,1,0,1
0.805,0.707,0.504,0,1,0,1
0.68,0.711,0.18,0,1,1,1
1.266,0.809,0.547,0,1,1,1
0.953,0.563,0.285,0,1,1,1
0.41,0.898,0.781,0,1,1,1
0.484,0.816,0.453,0,1,1,1
0.781,0.664,0.508,0,1,1,1
0.863,0.727,0.352,0,1,1,1
0.547,0.371,0.332,0,1,1,1
0.711,0.695,0.25,0,1,1,1
0.438,1.074,0.199,0,1,1,1
0.555,0.945,0.352,0,1,0,1
0.516,0.629,0.508,0,1,0,1
1.629,0.84,0.398,0,1,0,1
0.473,0.578,0.34,0,1,0,1
0.574,0.449,0.395,0,1,0,1
0.336,0.477,0.656,0,1,0,1
0.137,0.922,0.629,0,1,0,1
0.934,0.664,0.527,0,1,0,1
-0.117,0.402,0.051,0,1,0,1
0.344,0.434,0.367,0,1,0,1
0.48,0.59,0.512,0,1,0,1
0.691,0.59,0.332,0,1,0,1
0.703,0.469,0.473,0,1,0,1
0.688,0.488,0.457,0,1,0,1
0.945,0.277,0.141,0,1,0,1
0.957,0.477,0.238,0,1,0,1
0.75,0.605,0.332,0,1,0,1
0.254,1.367,0.844,0,1,0,1
0.605,0.594,0.367,0,1,0,1
0.445,0.75,0.523,0,1,0,1
0.695,0.57,0.336,0,1,0,1
0.238,0.691,0.461,0,1,0,1
0.25,0.793,0.465,0,1,0,1
0.469,0.754,0.477,0,1,0,1
0.387,0.746,0.313,0,1,0,1
0.324,0.836,0.332,0,1,0,1
0.758,0.77,0.109,0,1,0,1
0.656,0.68,0.289,0,1,0,1
0.734,0.613,0.258,0,1,0,1
0.418,0.816,0.344,0,1,0,1
0.465,0.566,0.223,0,1,0,1
0.676,0.625,0.367,0,1,0,1
0.578,0.758,0.531,0,1,0,1
0.859,0.332,0.023,0,1,0,1
0.977,0.289,-0.02,0,1,0,1
0.109,0.77,0.578,0,1,0,1
0.098,0.926,0.609,0,1,0,1
0.91,0.668,0.422,0,1,0,1
0.871,0.449,0.461,0,1,0,1
1.086,0.617,0.566,0,1,0,1
-0.066,0.582,0.27,0,1,0,1
0.648,0.75,0.223,0,1,0,1
0.367,0.633,0.527,0,1,0,1
0.363,0.633,0.641,0,1,0,1
0.168,0.688,0.074,0,1,0,1
0.348,0.789,0.813,0,1,0,1
-0.352,1.344,0.828,0,1,0,1
0.539,0.988,0.504,0,1,0,1
0.41,0.789,0.563,0,1,0,1
0.68,0.453,0.422,0,1,0,1
0.254,0.902,0.395,0,1,0,1
-0.418,1.738,1.023,0,1,0,1
0.664,0.77,0.461,0,1,0,1
0.461,0.746,0.406,0,1,0,1
0.57,0.797,0.426,0,1,0,1
0.73,0.48,0.848,0,1,0,1
0.508,0.637,0.387,0,1,0,1
