x,y,z,sitting,standing,walking,grazing
0.18,0.762,0.469,1,0,0,0
0.152,0.91,0.43,1,0,0,0
0.109,0.883,0.438,1,0,0,0
0.07,0.926,0.398,1,0,0,0
0.152,0.863,0.402,1,0,0,0
0.098,0.844,0.469,1,0,0,0
0.121,0.895,0.449,1,0,0,0
0.137,0.879,0.441,1,0,0,0
0.102,0.879,0.453,1,0,0,0
0.121,0.844,0.449,1,0,0,0
0.094,0.875,0.453,1,0,0,0
0.012,0.953,0.469,1,0,0,0
0.16,0.891,0.48,1,0,0,0
0.137,0.855,0.43,1,0,0,0
0.207,1.129,0.227,1,0,0,0
0.145,0.852,0.441,1,0,0,0
0.098,0.883,0.441,1,0,0,0
0.141,0.848,0.418,1,0,0,0
0.129,0.867,0.434,1,0,0,0
0.125,0.898,0.402,1,0,0,0
0.141,0.875,0.457,1,0,0,0
0.188,0.844,0.453,1,0,0,0
0.129,1.105,0.215,1,0,0,0
0.184,0.715,0.445,1,0,0,0
0.133,0.871,0.465,1,0,0,0
0.121,0.863,0.473,1,0,0,0
0.105,0.844,0.453,1,0,0,0
0.16,1.07,0.301,1,0,0,0
0.102,0.777,0.395,1,0,0,0
0.098,0.863,0.422,1,0,0,0
0.109,0.863,0.484,1,0,0,0
0.172,0.824,0.426,1,0,0,0
0.121,0.879,0.449,1,0,0,0
0.148,0.883,0.473,1,0,0,0
0.137,0.91,0.371,1,0,0,0
0.137,0.844,0.465,1,0,0,0
0.102,0.883,0.438,1,0,0,0
0.133,0.859,0.434,1,0,0,0
0.16,1.047,0.32,1,0,0,0
0.074,0.941,0.383,1,0,0,0
0.086,0.914,0.477,1,0,0,0
0.09,0.871,0.453,1,0,0,0
0.156,0.859,0.328,1,0,0,0
0.168,0.758,0.5,1,0,0,0
0.082,0.867,0.473,1,0,0,0
0.16,0.852,0.441,1,0,0,0
0.188,0.77,0.492,1,0,0,0
0.094,0.867,0.398,1,0,0,0
0.121,0.852,0.453,1,0,0,0
0.105,0.855,0.441,1,0,0,0
0.137,0.875,0.449,1,0,0,0
0.113,1.07,0.313,1,0,0,0
0.07,0.949,0.375,1,0,0,0
0.113,0.875,0.469,1,0,0,0
0.137,0.984,0.426,1,0,0,0
0.094,0.902,0.449,1,0,0,0
0.105,0.883,0.441,1,0,0,0
0.109,1.016,0.383,1,0,0,0
0.137,0.84,0.441,1,0,0,0
0.141,0.875,0.445,1,0,0,0
0.148,0.754,0.523,1,0,0,0
0.137,0.898,0.473,1,0,0,0
0.137,0.855,0.465,1,0,0,0
0.121,0.98,0.406,1,0,0,0
0.137,0.859,0.477,1,0,0,0
0.086,0.891,0.309,1,0,0,0
0.172,0.961,0.461,1,0,0,0
0.063,0.871,0.477,1,0,0,0
0.156,0.898,0.465,1,0,0,0
0.133,0.867,0.457,1,0,0,0
0.145,0.895,0.383,1,0,0,0
0.211,0.727,0.484,1,0,0,0
0.047,0.871,0.477,1,0,0,0
0.102,0.859,0.453,1,0,0,0
0.137,0.863,0.457,1,0,0,0
0.086,0.875,0.473,1,0,0,0
0.105,0.848,0.449,1,0,0,0
0.102,0.867,0.469,1,0,0,0
0.152,0.961,0.5,1,0,0,0
0.125,0.75,0.395,1,0,0,0
0.117,0.867,0.469,1,0,0,0
0.09,0.848,0.449,1,0,0,0
0.051,0.887,0.402,1,0,0,0
0.125,0.852,0.453,1,0,0,0
0.133,1.078,0.332,1,0,0,0
0.188,0.734,0.52,1,0,0,0
0.102,0.926,0.484,1,0,0,0
0.137,0.871,0.473,1,0,0,0
0.141,0.785,0.539,1,0,0,0
0.086,0.934,0.406,1,0,0,0
0.152,0.84,0.48,1,0,0,0
0.137,0.859,0.449,1,0,0,0
0.141,0.801,0.512,1,0,0,0
0.129,1.086,0.227,1,0,0,0
0.121,0.879,0.453,1,0,0,0
0.105,0.871,0.453,1,0,0,0
0.129,0.867,0.449,1,0,0,0
0.172,0.832,0.531,1,0,0,0
0.113,0.918,0.418,1,0,0,0
0.082,0.852,0.441,1,0,0,0
0.063,0.871,0.391,1,0,0,0
0.109,0.902,0.488,1,0,0,0
0.113,0.852,0.473,1,0,0,0
0.16,1.055,0.32,1,0,0,0
0.234,0.75,0.523,1,0,0,0
0.098,0.895,0.473,1,0,0,0
0.09,0.871,0.469,1,0,0,0
0.113,0.848,0.469,1,0,0,0
0.094,0.863,0.469,1,0,0,0
0.105,0.867,0.461,1,0,0,0
0.113,0.855,0.473,1,0,0,0
0.211,0.781,0.492,1,0,0,0
0.117,0.93,0.445,1,0,0,0
0.148,0.816,0.527,1,0,0,0
0.195,0.691,0.488,1,0,0,0
0.133,0.891,0.461,1,0,0,0
0.109,0.887,0.473,1,0,0,0
0.09,0.93,0.32,1,0,0,0
0.117,0.848,0.473,1,0,0,0
0.133,0.859,0.473,1,0,0,0
0.137,0.789,0.402,1,0,0,0
0.113,0.855,0.496,1,0,0,0
0.258,0.676,0.516,1,0,0,0
0.117,0.883,0.469,1,0,0,0
0.109,0.91,0.434,1,0,0,0
0.066,0.82,0.363,1,0,0,0
0.082,0.863,0.477,1,0,0,0
0.07,0.887,0.477,1,0,0,0
0.219,0.758,0.598,1,0,0,0
0.121,0.773,0.406,1,0,0,0
0.117,0.879,0.449,1,0,0,0
0.113,0.852,0.473,1,0,0,0
0.098,0.859,0.477,1,0,0,0
0.102,0.855,0.469,1,0,0,0
0.102,0.859,0.469,1,0,0,0
0.102,0.855,0.473,1,0,0,0
0.082,0.875,0.477,1,0,0,0
0.105,0.813,0.535,1,0,0,0
0.195,0.754,0.477,1,0,0,0
0.105,0.828,0.508,1,0,0,0
0.09,1.055,0.422,1,0,0,0
0.117,0.898,0.449,1,0,0,0
0.148,0.844,0.488,1,0,0,0
0.098,0.859,0.488,1,0,0,0
0.105,0.875,0.477,1,0,0,0
0.137,1.066,0.336,1,0,0,0
0.098,0.926,0.438,1,0,0,0
0.082,0.836,0.492,1,0,0,0
0.117,0.852,0.477,1,0,0,0
0.184,1.105,0.246,1,0,0,0
0.188,0.777,0.477,1,0,0,0
0.16,0.879,0.488,1,0,0,0
0.129,0.844,0.477,1,0,0,0
0.141,0.859,0.445,1,0,0,0
0.141,0.977,0.359,1,0,0,0
0.145,0.918,0.457,1,0,0,0
0.117,0.887,0.469,1,0,0,0
0.113,0.863,0.461,1,0,0,0
0.07,0.848,0.496,1,0,0,0
0.145,0.715,0.598,1,0,0,0
0.234,0.73,0.508,1,0,0,0
0.129,0.84,0.457,1,0,0,0
0.16,0.848,0.465,1,0,0,0
0.121,1.129,0.27,1,0,0,0
0.133,0.938,0.426,1,0,0,0
0.121,0.895,0.441,1,0,0,0
0.156,0.867,0.461,1,0,0,0
0.066,0.988,0.359,1,0,0,0
0.109,0.871,0.441,1,0,0,0
0.141,0.879,0.441,1,0,0,0
0.074,0.906,0.414,1,0,0,0
0.125,0.91,0.438,1,0,0,0
0.141,0.863,0.418,1,0,0,0
0.168,1.137,0.23,1,0,0,0
0.082,0.848,0.391,1,0,0,0
0.137,0.883,0.438,1,0,0,0
0.184,0.867,0.449,1,0,0,0
0.156,0.836,0.445,1,0,0,0
0.152,0.832,0.359,1,0,0,0
0.113,0.859,0.32,1,0,0,0
0.227,0.914,0.418,1,0,0,0
0.195,0.902,0.414,1,0,0,0
0.199,0.84,0.344,1,0,0,0
0.293,0.746,0.402,1,0,0,0
0.164,0.875,0.414,1,0,0,0
0.184,0.859,0.414,1,0,0,0
0.215,0.871,0.398,1,0,0,0
0.168,0.891,0.422,1,0,0,0
0.16,0.887,0.422,1,0,0,0
0.145,0.91,0.418,1,0,0,0
0.273,0.777,0.516,1,0,0,0
0.215,0.77,0.367,1,0,0,0
0.23,0.859,0.418,1,0,0,0
0.27,0.934,0.418,1,0,0,0
0.203,0.949,0.352,1,0,0,0
0.262,0.863,0.426,1,0,0,0
0.211,0.859,0.445,1,0,0,0
0.234,1.078,0.234,1,0,0,0
0.203,0.969,0.441,1,0,0,0
0.176,0.863,0.441,1,0,0,0
0.199,0.852,0.418,1,0,0,0
0.18,0.832,0.426,1,0,0,0
0.305,0.762,0.367,1,0,0,0
0.215,1.082,0.313,1,0,0,0
0.191,0.91,0.41,1,0,0,0
0.164,0.832,0.465,1,0,0,0
0.18,0.871,0.434,1,0,0,0
0.176,0.859,0.449,1,0,0,0
0.219,0.836,0.438,1,0,0,0
0.246,0.816,0.406,1,0,0,0
0.219,0.703,0.449,1,0,0,0
0.18,0.902,0.418,1,0,0,0
0.211,0.895,0.445,1,0,0,0
0.141,0.891,0.449,1,0,0,0
0.168,1.082,0.25,1,0,0,0
0.238,0.75,0.469,1,0,0,0
0.145,0.875,0.445,1,0,0,0
0.148,0.859,0.449,1,0,0,0
0.18,1.027,0.309,1,0,0,0
0.109,0.773,0.418,1,0,0,0
0.191,0.848,0.445,1,0,0,0
0.137,0.855,0.434,1,0,0,0
0.18,0.879,0.438,1,0,0,0
0.234,1.07,0.223,1,0,0,0
0.141,0.926,0.359,1,0,0,0
0.129,0.902,0.414,1,0,0,0
0.145,0.871,0.434,1,0,0,0
0.199,1.031,0.285,1,0,0,0
0.262,0.695,0.445,1,0,0,0
0.086,0.992,0.387,1,0,0,0
0.145,0.875,0.426,1,0,0,0
0.191,1.07,0.285,1,0,0,0
0.105,0.887,0.398,1,0,0,0
0.129,0.879,0.43,1,0,0,0
0.156,0.977,0.367,1,0,0,0
0.211,0.809,0.48,1,0,0,0
0.148,0.914,0.41,1,0,0,0
0.137,0.984,0.313,1,0,0,0
0.164,0.934,0.41,1,0,0,0
0.133,0.914,0.422,1,0,0,0
0.09,0.887,0.344,1,0,0,0
0.145,0.848,0.426,1,0,0,0
0.117,0.895,0.262,1,0,0,0
0.172,0.898,0.414,1,0,0,0
0.141,0.859,0.355,1,0,0,0
0.074,0.871,0.441,1,0,0,0
0.148,0.887,0.418,1,0,0,0
0.16,0.902,0.414,1,0,0,0
0.105,0.891,0.426,1,0,0,0
0.133,0.852,0.406,1,0,0,0
0.082,0.875,0.414,1,0,0,0
0.105,0.883,0.41,1,0,0,0
0.141,0.859,0.484,1,0,0,0
0.141,0.926,0.348,1,0,0,0
0.121,0.98,0.324,1,0,0,0
0.176,0.863,0.422,1,0,0,0
0.176,0.898,0.367,1,0,0,0
0.289,0.73,0.488,1,0,0,0
0.16,0.902,0.453,1,0,0,0
0.109,0.855,0.438,1,0,0,0
0.098,0.949,0.309,1,0,0,0
0.176,0.762,0.453,1,0,0,0
0.188,0.902,0.438,1,0,0,0
0.141,0.867,0.449,1,0,0,0
0.125,0.969,0.344,1,0,0,0
0.242,0.699,0.523,1,0,0,0
0.098,0.898,0.453,1,0,0,0
0.105,0.871,0.449,1,0,0,0
0.289,0.766,0.379,1,0,0,0
0.16,0.922,0.34,1,0,0,0
0.125,0.914,0.32,1,0,0,0
0.141,0.867,0.445,1,0,0,0
0.117,0.852,0.445,1,0,0,0
0.098,0.996,0.266,1,0,0,0
0.168,0.848,0.414,1,0,0,0
0.141,0.871,0.43,1,0,0,0
0.223,1.109,0.258,1,0,0,0
0.164,0.906,0.441,1,0,0,0
0.055,0.82,0.418,1,0,0,0
0.184,0.852,0.332,1,0,0,0
0.113,0.875,0.469,1,0,0,0
0.129,0.84,0.422,1,0,0,0
0.105,0.863,0.418,1,0,0,0
0.152,0.84,0.398,1,0,0,0
0.211,0.738,0.473,1,0,0,0
0.105,0.887,0.418,1,0,0,0
0.121,0.887,0.43,1,0,0,0
0.125,1.023,0.301,1,0,0,0
0.082,0.945,0.406,1,0,0,0
0.137,0.859,0.434,1,0,0,0
0.211,0.727,0.512,1,0,0,0
0.105,0.906,0.441,1,0,0,0
0.117,0.848,0.379,1,0,0,0
0.121,0.816,0.43,1,0,0,0
0.184,0.914,0.41,1,0,0,0
0.117,0.898,0.438,1,0,0,0
0.094,0.805,0.387,1,0,0,0
0.109,0.848,0.465,1,0,0,0
0.074,0.848,0.449,1,0,0,0
0.094,0.859,0.461,1,0,0,0
0.102,0.875,0.449,1,0,0,0
0.102,0.852,0.445,1,0,0,0
0.105,0.875,0.449,1,0,0,0
0.102,0.852,0.434,1,0,0,0
0.113,0.918,0.453,1,0,0,0
0.09,0.805,0.438,1,0,0,0
0.109,0.918,0.426,1,0,0,0
0.121,0.859,0.488,1,0,0,0
0.137,0.848,0.43,1,0,0,0
0.18,1.094,0.266,1,0,0,0
0.145,0.906,0.398,1,0,0,0
0.063,0.863,0.445,1,0,0,0
0.102,0.863,0.406,1,0,0,0
0.152,0.75,0.438,1,0,0,0
0.117,0.957,0.398,1,0,0,0
0.117,0.879,0.418,1,0,0,0
0.23,0.879,0.367,1,0,0,0
0.152,1.055,0.277,1,0,0,0
0.105,0.941,0.395,1,0,0,0
0.141,0.859,0.438,1,0,0,0
0.148,0.863,0.426,1,0,0,0
0.09,0.945,0.371,1,0,0,0
0.234,0.715,0.539,1,0,0,0
0.152,0.816,0.469,1,0,0,0
0.074,0.867,0.457,1,0,0,0
0.191,0.859,0.492,1,0,0,0
0.059,0.801,0.355,1,0,0,0
0.125,0.914,0.445,1,0,0,0
0.078,0.832,0.426,1,0,0,0
0.18,0.734,0.418,1,0,0,0
0.117,0.902,0.441,1,0,0,0
0.156,0.844,0.469,1,0,0,0
0.137,0.879,0.441,1,0,0,0
0.176,0.836,0.328,1,0,0,0
0.184,0.832,0.406,1,0,0,0
0.164,0.898,0.441,1,0,0,0
0.137,0.91,0.449,1,0,0,0
0.148,0.863,0.445,1,0,0,0
0.152,0.871,0.434,1,0,0,0
0.09,0.914,0.473,1,0,0,0
0.059,0.832,0.438,1,0,0,0
0.164,0.855,0.426,1,0,0,0
0.121,0.941,0.438,1,0,0,0
0.09,0.863,0.441,1,0,0,0
0.188,0.859,0.41,1,0,0,0
0.109,0.949,0.434,1,0,0,0
0.168,1.055,0.27,1,0,0,0
0.094,0.969,0.379,1,0,0,0
0.102,0.887,0.418,1,0,0,0
0.234,0.777,0.457,1,0,0,0
0.105,0.879,0.422,1,0,0,0
0.199,1.035,0.285,1,0,0,0
0.141,0.906,0.457,1,0,0,0
0.129,0.949,0.41,1,0,0,0
0.121,0.875,0.43,1,0,0,0
0.121,0.906,0.441,1,0,0,0
0.105,0.895,0.438,1,0,0,0
0.098,0.895,0.438,1,0,0,0
0.086,0.863,0.426,1,0,0,0
0.098,0.859,0.418,1,0,0,0
0.125,0.918,0.438,1,0,0,0
0.121,0.863,0.406,1,0,0,0
0.0,0.84,0.418,1,0,0,0
0.184,0.758,0.445,1,0,0,0
0.121,0.863,0.441,1,0,0,0
0.043,0.859,0.438,1,0,0,0
0.098,0.82,0.441,1,0,0,0
0.059,0.875,0.445,1,0,0,0
0.055,0.871,0.426,1,0,0,0
0.113,1.133,0.238,1,0,0,0
0.059,0.789,0.344,1,0,0,0
0.094,0.941,0.418,1,0,0,0
0.078,0.883,0.426,1,0,0,0
0.07,0.875,0.406,1,0,0,0
0.035,1.0,0.258,1,0,0,0
0.051,0.922,0.305,1,0,0,0
0.074,0.965,0.426,1,0,0,0
0.074,0.93,0.418,1,0,0,0
0.043,0.867,0.438,1,0,0,0
0.098,1.098,0.223,1,0,0,0
0.012,0.871,0.414,1,0,0,0
0.109,0.816,0.438,1,0,0,0
0.039,0.902,0.418,1,0,0,0
0.102,0.891,0.41,1,0,0,0
0.113,0.895,0.41,1,0,0,0
0.133,0.883,0.395,1,0,0,0
0.109,0.91,0.402,1,0,0,0
0.113,0.906,0.387,1,0,0,0
0.199,0.793,0.434,1,0,0,0
0.164,0.699,0.426,1,0,0,0
0.063,0.914,0.406,1,0,0,0
0.109,0.902,0.391,1,0,0,0
0.094,0.926,0.379,1,0,0,0
0.262,0.906,0.383,1,0,0,0
0.094,0.973,0.375,1,0,0,0
0.086,0.902,0.395,1,0,0,0
0.125,1.063,0.238,1,0,0,0
0.262,0.719,0.469,1,0,0,0
0.094,0.957,0.387,1,0,0,0
0.176,0.852,0.457,1,0,0,0
0.145,0.832,0.469,1,0,0,0
0.07,0.926,0.398,1,0,0,0
0.117,0.906,0.383,1,0,0,0
0.195,0.723,0.457,1,0,0,0
0.059,0.867,0.41,1,0,0,0
0.156,0.781,0.285,1,0,0,0
0.082,0.965,0.383,1,0,0,0
0.215,0.898,0.402,1,0,0,0
0.063,0.895,0.414,1,0,0,0
0.09,0.902,0.41,1,0,0,0
0.113,0.91,0.406,1,0,0,0
0.109,0.906,0.41,1,0,0,0
0.133,0.895,0.398,1,0,0,0
0.137,0.891,0.391,1,0,0,0
0.145,0.914,0.402,1,0,0,0
0.094,0.902,0.414,1,0,0,0
0.156,0.914,0.387,1,0,0,0
0.074,0.902,0.395,1,0,0,0
0.145,0.828,0.488,1,0,0,0
0.113,0.898,0.402,1,0,0,0
0.156,1.141,0.172,1,0,0,0
0.094,0.883,0.336,1,0,0,0
0.152,0.863,0.402,1,0,0,0
0.098,0.898,0.367,1,0,0,0
0.141,0.914,0.332,1,0,0,0
0.219,0.762,0.398,1,0,0,0
0.137,0.863,0.414,1,0,0,0
0.113,0.883,0.391,1,0,0,0
0.16,1.082,0.246,1,0,0,0
0.098,0.984,0.34,1,0,0,0
0.105,0.875,0.414,1,0,0,0
0.141,0.875,0.383,1,0,0,0
0.117,0.879,0.391,1,0,0,0
0.172,1.059,0.254,1,0,0,0
0.148,0.855,0.445,1,0,0,0
0.129,1.121,0.109,1,0,0,0
0.219,0.797,0.352,1,0,0,0
0.25,0.754,0.445,1,0,0,0
0.086,0.82,0.367,1,0,0,0
0.156,0.977,0.375,1,0,0,0
0.098,0.926,0.398,1,0,0,0
0.113,0.93,0.398,1,0,0,0
0.129,0.84,0.313,1,0,0,0
0.098,1.098,0.246,1,0,0,0
0.125,0.723,0.434,1,0,0,0
0.07,0.918,0.41,1,0,0,0
0.059,0.918,0.406,1,0,0,0
0.145,1.137,0.254,1,0,0,0
0.086,0.977,0.359,1,0,0,0
0.082,0.93,0.414,1,0,0,0
0.055,0.871,0.391,1,0,0,0
0.105,1.117,0.258,1,0,0,0
0.012,0.957,0.32,1,0,0,0
0.125,0.852,0.41,1,0,0,0
0.172,0.938,0.367,1,0,0,0
0.051,0.945,0.359,1,0,0,0
0.129,0.934,0.406,1,0,0,0
0.109,0.883,0.395,1,0,0,0
0.191,0.754,0.383,1,0,0,0
0.168,0.902,0.387,1,0,0,0
0.086,0.934,0.406,1,0,0,0
0.148,1.113,0.211,1,0,0,0
0.047,0.973,0.367,1,0,0,0
0.074,0.91,0.391,1,0,0,0
0.184,0.844,0.305,1,0,0,0
0.082,0.887,0.398,1,0,0,0
0.098,0.922,0.414,1,0,0,0
0.121,0.914,0.395,1,0,0,0
0.211,0.723,0.488,1,0,0,0
0.105,0.934,0.41,1,0,0,0
0.156,1.102,0.195,1,0,0,0
0.086,0.918,0.387,1,0,0,0
0.121,0.789,0.418,1,0,0,0
0.156,0.77,0.43,1,0,0,0
0.066,0.91,0.391,1,0,0,0
0.082,0.902,0.383,1,0,0,0
0.125,0.887,0.383,1,0,0,0
0.07,0.934,0.406,1,0,0,0
0.051,0.949,0.41,1,0,0,0
0.074,0.879,0.383,1,0,0,0
0.309,0.961,0.242,1,0,0,0
0.188,1.094,0.227,1,0,0,0
0.09,0.934,0.406,1,0,0,0
0.098,0.898,0.391,1,0,0,0
0.16,0.992,0.348,1,0,0,0
0.125,0.926,0.391,1,0,0,0
0.109,0.918,0.391,1,0,0,0
0.145,0.98,0.273,1,0,0,0
0.191,0.785,0.375,1,0,0,0
0.102,0.941,0.316,1,0,0,0
0.078,0.867,0.414,1,0,0,0
0.07,0.902,0.414,1,0,0,0
0.102,0.867,0.406,1,0,0,0
0.145,0.867,0.438,1,0,0,0
0.211,0.863,0.422,1,0,0,0
0.035,0.941,0.414,1,0,0,0
0.098,0.918,0.418,1,0,0,0
0.188,0.797,0.504,1,0,0,0
0.125,0.719,0.355,1,0,0,0
0.188,0.926,0.383,1,0,0,0
0.098,0.926,0.418,1,0,0,0
0.07,0.914,0.406,1,0,0,0
0.176,0.891,0.391,1,0,0,0
0.039,0.941,0.387,1,0,0,0
0.07,0.922,0.43,1,0,0,0
0.066,0.895,0.406,1,0,0,0
0.145,0.84,0.457,1,0,0,0
0.023,0.973,0.277,1,0,0,0
0.051,0.93,0.414,1,0,0,0
0.102,0.867,0.457,1,0,0,0
0.125,1.117,0.168,1,0,0,0
0.125,1.004,0.355,1,0,0,0
0.117,0.91,0.422,1,0,0,0
0.113,0.859,0.41,1,0,0,0
0.121,0.664,0.422,1,0,0,0
0.066,0.918,0.41,1,0,0,0
0.09,0.922,0.383,1,0,0,0
0.105,1.023,0.348,1,0,0,0
0.066,0.957,0.391,1,0,0,0
0.063,0.914,0.383,1,0,0,0
0.109,1.094,0.145,1,0,0,0
0.063,0.945,0.402,1,0,0,0
0.086,0.906,0.391,1,0,0,0
0.117,0.922,0.379,1,0,0,0
0.109,0.867,0.328,1,0,0,0
0.129,1.004,0.383,1,0,0,0
0.223,0.797,0.438,1,0,0,0
0.078,0.906,0.387,1,0,0,0
0.055,0.867,0.391,1,0,0,0
0.074,0.879,0.391,1,0,0,0
0.109,0.859,0.375,1,0,0,0
0.074,0.93,0.414,1,0,0,0
0.051,0.91,0.414,1,0,0,0
0.055,0.918,0.41,1,0,0,0
0.109,0.875,0.434,1,0,0,0
0.141,0.75,0.402,1,0,0,0
0.117,0.977,0.449,1,0,0,0
0.195,0.875,0.395,1,0,0,0
0.129,0.969,0.414,1,0,0,0
0.133,0.996,0.289,1,0,0,0
0.203,0.918,0.199,1,0,0,0
0.145,0.953,0.309,1,0,0,0
0.195,1.113,0.215,1,0,0,0
0.168,0.961,0.301,1,0,0,0
0.074,0.918,0.359,1,0,0,0
0.07,0.906,0.375,1,0,0,0
0.195,1.109,0.199,1,0,0,0
0.109,0.914,0.242,1,0,0,0
0.098,0.938,0.371,1,0,0,0
0.102,0.938,0.387,1,0,0,0
0.074,0.902,0.379,1,0,0,0
0.113,1.047,0.23,1,0,0,0
0.074,0.941,0.367,1,0,0,0
0.094,0.883,0.391,1,0,0,0
0.086,0.898,0.379,1,0,0,0
0.07,0.902,0.387,1,0,0,0
0.176,0.871,0.398,1,0,0,0
0.07,0.957,0.414,1,0,0,0
0.07,0.895,0.375,1,0,0,0
0.102,1.133,0.152,1,0,0,0
0.105,0.895,0.387,1,0,0,0
0.102,0.926,0.371,1,0,0,0
0.098,0.895,0.234,1,0,0,0
0.113,0.879,0.355,1,0,0,0
0.039,0.926,0.387,1,0,0,0
0.102,1.191,0.121,1,0,0,0
0.078,0.902,0.402,1,0,0,0
0.031,0.957,0.305,1,0,0,0
0.055,0.871,0.379,1,0,0,0
0.039,0.918,0.391,1,0,0,0
0.063,0.855,0.383,1,0,0,0
0.145,1.012,0.375,1,0,0,0
0.035,0.91,0.402,1,0,0,0
0.078,0.914,0.391,1,0,0,0
0.117,0.879,0.371,1,0,0,0
0.07,0.949,0.387,1,0,0,0
0.105,1.004,0.375,1,0,0,0
0.082,0.973,0.391,1,0,0,0
0.156,0.754,0.457,1,0,0,0
0.047,0.902,0.355,1,0,0,0
0.059,0.922,0.402,1,0,0,0
0.039,0.922,0.387,1,0,0,0
0.051,0.926,0.379,1,0,0,0
0.082,0.895,0.375,1,0,0,0
0.055,0.926,0.391,1,0,0,0
0.098,0.945,0.379,1,0,0,0
0.051,0.93,0.371,1,0,0,0
0.094,0.805,0.488,1,0,0,0
0.098,0.852,0.395,1,0,0,0
0.066,0.867,0.395,1,0,0,0
0.23,0.605,0.418,1,0,0,0
0.07,0.98,0.359,1,0,0,0
0.07,0.914,0.375,1,0,0,0
0.07,0.977,0.383,1,0,0,0
0.188,0.73,0.422,1,0,0,0
0.027,0.938,0.402,1,0,0,0
0.051,0.922,0.387,1,0,0,0
0.082,0.844,0.477,1,0,0,0
0.148,0.715,0.504,1,0,0,0
0.09,0.844,0.477,1,0,0,0
0.07,1.02,0.309,1,0,0,0
0.105,1.137,0.148,1,0,0,0
0.063,0.953,0.352,1,0,0,0
0.047,0.789,0.336,1,0,0,0
0.02,0.988,0.359,1,0,0,0
0.039,0.957,0.367,1,0,0,0
0.074,0.945,0.387,1,0,0,0
0.07,0.934,0.371,1,0,0,0
0.043,0.934,0.391,1,0,0,0
0.004,0.922,0.383,1,0,0,0
0.031,0.895,0.383,1,0,0,0
0.02,0.855,0.371,1,0,0,0
0.027,1.094,0.203,1,0,0,0
0.051,0.93,0.352,1,0,0,0
0.039,0.934,0.395,1,0,0,0
0.023,0.895,0.375,1,0,0,0
0.105,0.832,0.363,1,0,0,0
0.039,1.063,0.387,1,0,0,0
0.0,0.891,0.402,1,0,0,0
0.113,1.078,0.273,1,0,0,0
0.023,0.977,0.352,1,0,0,0
0.027,0.883,0.402,1,0,0,0
0.07,0.887,0.379,1,0,0,0
0.043,1.086,0.227,1,0,0,0
0.094,0.867,0.371,1,0,0,0
0.016,0.93,0.32,1,0,0,0
0.023,0.906,0.402,1,0,0,0
0.051,0.859,0.387,1,0,0,0
0.074,1.078,0.273,1,0,0,0
0.059,0.906,0.41,1,0,0,0
0.035,0.887,0.387,1,0,0,0
0.09,0.93,0.363,1,0,0,0
0.055,0.918,0.406,1,0,0,0
0.102,0.875,0.434,1,0,0,0
0.016,0.871,0.297,1,0,0,0
0.008,0.902,0.387,1,0,0,0
0.082,0.809,0.465,1,0,0,0
0.031,0.918,0.391,1,0,0,0
0.152,0.949,0.387,1,0,0,0
0.199,0.895,0.371,1,0,0,0
0.063,0.91,0.352,1,0,0,0
0.035,0.895,0.398,1,0,0,0
0.012,0.863,0.41,1,0,0,0
0.016,0.875,0.418,1,0,0,0
0.035,0.895,0.422,1,0,0,0
0.566,0.742,0.234,1,0,0,0
0.543,0.793,0.301,1,0,0,0
0.469,0.797,0.313,1,0,0,0
0.504,0.813,0.316,1,0,0,0
0.418,0.832,0.336,1,0,0,0
0.445,0.785,0.41,1,0,0,0
0.395,0.824,0.379,1,0,0,0
0.469,0.832,0.43,1,0,0,0
0.465,0.695,0.41,1,0,0,0
0.371,0.906,0.359,1,0,0,0
0.305,0.855,0.387,1,0,0,0
0.363,0.949,0.289,1,0,0,0
0.367,1.0,0.266,1,0,0,0
0.363,0.629,0.398,1,0,0,0
0.305,0.844,0.422,1,0,0,0
0.203,0.852,0.422,1,0,0,0
0.238,0.836,0.426,1,0,0,0
0.234,0.848,0.426,1,0,0,0
0.211,0.914,0.426,1,0,0,0
0.191,0.859,0.414,1,0,0,0
0.148,0.918,0.406,1,0,0,0
0.191,0.895,0.387,1,0,0,0
0.184,0.887,0.395,1,0,0,0
0.109,0.922,0.367,1,0,0,0
0.105,0.895,0.367,1,0,0,0
0.09,0.898,0.352,1,0,0,0
0.168,0.863,0.313,1,0,0,0
0.234,0.762,0.379,1,0,0,0
0.074,0.965,0.379,1,0,0,0
0.105,0.918,0.391,1,0,0,0
0.141,0.855,0.266,1,0,0,0
0.16,0.844,0.477,1,0,0,0
0.09,0.969,0.375,1,0,0,0
0.152,0.906,0.438,1,0,0,0
0.176,0.715,0.461,1,0,0,0
0.047,0.883,0.414,1,0,0,0
0.074,0.898,0.426,1,0,0,0
0.105,0.879,0.406,1,0,0,0
0.109,1.055,0.344,1,0,0,0
0.152,0.898,0.227,1,0,0,0
0.055,0.875,0.449,1,0,0,0
0.188,1.02,0.57,1,0,0,0
0.109,0.922,0.363,1,0,0,0
0.059,0.891,0.445,1,0,0,0
0.16,0.844,0.426,1,0,0,0
0.105,0.895,0.387,1,0,0,0
0.055,0.941,0.426,1,0,0,0
0.008,0.801,0.266,1,0,0,0
0.094,1.008,0.363,1,0,0,0
0.121,0.863,0.258,1,0,0,0
0.023,0.91,0.445,1,0,0,0
0.102,0.93,0.41,1,0,0,0
0.129,0.84,0.465,1,0,0,0
0.031,0.871,0.387,1,0,0,0
