1705314879,0.78,0.35,9.22
1705314880,-0.27,-1.53,9.57
1705314881,1.84,-1.29,8.16
1705314882,1.45,-2.51,8.59
1705314883,1.61,-2.71,8.63
1705314884,1.65,-2.9,8.67
1705314885,1.73,-3.1,8.87
1705314886,1.65,-2.94,8.63
1705314887,1.69,-2.94,8.55
1705314888,1.61,-2.86,8.47
1705314889,1.61,-2.98,8.67
1705314890,1.65,-3.14,8.39
1705314891,1.69,-3.14,8.51
1705314892,1.77,-3.26,8.39
1705314893,1.77,-3.18,8.47
1705314894,1.8,-3.41,8.47
1705314895,1.77,-3.33,8.43
1705314896,1.77,-3.26,8.51
1705314897,1.8,-3.3,8.43
1705314898,1.8,-3.3,8.39
1705314899,1.77,-3.33,8.51
1705314900,1.84,-3.53,8.28
1705314901,1.49,-2.43,8.71
1705314902,0.9,-1.1,9.02
1705314903,1.1,-1.06,8.55
1705314929,-0.27,1.57,8.2
1705314931,-0.35,1.14,8.67
1705314932,-0.43,1.18,8.94
1705314933,-0.08,1.06,8.87
1705314934,0,0.51,9.14
1705314935,-0.08,0.67,8.94
1705314936,0,0.59,8.87
1705314937,-0.31,1.37,8.67
1705314938,0.47,0.47,8.98
1705314939,0.35,0.31,8.98
1705314940,0.35,0.27,9.06
1705314941,0.39,0.31,9.1
1705314942,0.39,0.24,8.98
1705314943,0.12,0.31,8.94
1705314944,0.24,0.35,8.94
1705314945,0.27,0.35,9.02
1705314946,0.2,0.16,8.98
1705314947,-1.61,0.94,9.06
1705314948,0.71,0.86,8.71
1705314949,0.12,0.63,9.02
1705314950,-0.71,1.06,8.75
1705314951,0.55,0.04,10.43
1705314952,0.12,-0.27,9.14
1705314953,0.27,-0.04,9.02
1705314954,0.43,-0.08,9.06
1705314955,0.24,-0.08,9.38
1705314956,0.08,0.98,9.06
1705314957,-0.39,1.14,8.67
1705314958,-0.08,0.78,8.67
1705314959,0.08,0.94,8.83
1705314960,0.12,0.98,8.94
1705314961,0.12,0.82,9.06
1705314962,-2.12,0.24,10.16
1705314963,1.33,1.8,10.63
1705314964,0,0.9,9.53
1705314965,0.27,0.94,9.06
1705314966,0.12,1.06,9.06
1705314967,0.12,0.98,8.83
1705314968,0.2,0.86,8.9
1705314969,0.04,0.86,8.9
1705314970,0.12,0.98,8.94
1705314971,-0.12,1.41,9.06
1705314972,0,0.98,9.02
1705314973,0,1.37,8.75
1705314974,-0.04,1.22,8.94
1705314975,0,1.18,8.87
1705314976,0.08,1.14,8.94
1705314977,0.08,1.18,8.98
1705314978,0,1.06,9.06
1705314979,-0.12,1.37,8.79
1705314980,0,1.26,8.9
1705314982,0.16,0.08,9.26
1705314983,0.31,0.67,9.1
1705314984,0.27,0.63,9.06
1705314985,0.16,0.86,8.9
1705314986,0,0.78,8.9
1705314987,0.04,0.75,8.98
1705314988,0.12,0.71,8.94
1705314990,0.12,0.9,9.06
1705314991,0.04,0.82,8.79
1705314992,0.08,0.82,9.02
1705314993,0.16,0.75,9.06
1705314994,-1.29,-0.67,9.77
1705314995,1.1,-0.31,9.69
1705314996,-0.67,0.82,9.06
1705314997,0,0.47,8.94
1705314998,0.12,0.47,8.94
1705314999,0,0.43,9.02
1705315000,0,0.51,9.06
1705315001,0.08,0.51,9.02
1705315002,0.04,0.47,9.02
1705315003,0.47,0.59,9.14
1705315004,-1.14,0.08,8.28
1705315005,2.12,-1.22,9.49
1705315006,0.39,0.63,9.02
1705315007,0.39,0.78,9.14
1705315008,0.2,0.82,8.83
1705315009,0.31,0.55,8.75
1705315010,0.08,0.86,9.3
1705315011,0.04,1.37,9.73
1705315012,0.2,1.1,8.98
1705315013,0.04,1.1,9.06
1705315014,0.04,1.26,9.06
1705315015,0,1.18,8.98
1705315016,-0.04,1.29,9.18
1705315017,0,1.06,8.94
1705315018,0.08,1.18,9.18
1705315019,0,1.06,8.87
1705315020,0,1.26,8.98
1705315021,0,1.1,8.9
1705315022,-0.12,1.18,8.94
1705315023,-0.04,1.18,8.87
1705315024,-0.08,0.94,8.98
1705315025,-0.04,1.06,8.94
1705315026,0,1.1,8.75
1705315027,0,1.06,9.06
1705315028,-0.16,1.69,7.26
1705315029,0.31,0.39,9.3
1705315030,0.2,0.31,8.9
1705315031,0.27,0.31,8.94
1705315033,0.16,0.35,9.1
1705315034,0.08,0.2,8.98
1705315035,0.2,-0.04,9.18
1705315036,0.39,0.12,9.1
1705315037,-0.04,0.43,9.85
1705315038,-0.04,0.47,9.06
1705315039,0.27,-0.24,7.92
1705315040,-0.67,0.98,8.75
1705315041,-1.37,1.49,9.22
1705315042,0.04,0.9,8.98
1705315043,0.16,0.35,8.98
1705315044,0.16,0.39,9.02
1705315045,0.24,0.43,8.94
1705315046,0.27,0.39,8.98
1705315047,0.27,0.43,9.02
1705315048,0.31,0.35,9.06
1705315049,2,0.27,8.43
1705315050,-0.55,1.49,8.67
1705315051,1.29,1.18,8.98
1705315052,0.51,0.27,9.02
1705315053,0.51,0.31,8.87
1705315054,0.47,0.2,9.06
1705315055,0.16,0.04,9.1
1705315056,0.31,0.24,9.02
1705315057,0.35,0.08,9.1
1705315058,0.43,0.08,9.02
1705315059,0.47,0.2,9.02
1705315060,0.39,0.16,9.06
1705315061,0.47,0.08,8.94
1705315062,0.2,0.08,9.06
1705315063,-0.47,-0.63,8.83
1705315064,0.75,-0.16,9.65
1705315065,0.78,0.94,9.06
